id_evaluacion,id_parte,id_perito,fecha_visita,monto_estimado_dano,dictamen,requiere_reinspeccion
EVA-007672,PAR-007672,PER-0038,2023-08-05,29319.58,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-007673,PAR-007673,PER-0049,2024-12-29,71850.45,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007674,PAR-007674,PER-0047,2023-11-08,80180.95,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-007675,PAR-007675,PER-0023,2023-10-04,34188.88,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007676,PAR-007676,PER-0026,2026-03-01,41351.53,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007677,PAR-007677,PER-0032,2024-04-04,41435.48,Daños constatados consistentes con lo declarado.,False
EVA-007678,PAR-007678,PER-0053,2025-12-29,53422.06,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007679,PAR-007679,PER-0020,2025-06-27,4480.75,No se pudieron constatar los daños declarados.,False
EVA-007680,PAR-007680,PER-0001,2026-02-23,34295.03,Daños constatados consistentes con lo declarado.,False
EVA-007681,PAR-007681,PER-0016,2025-03-03,32376.02,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007682,PAR-007682,PER-0044,2026-01-26,43256.44,Daños totales. Se recomienda indemnización completa.,False
EVA-007683,PAR-007683,PER-0046,2024-12-27,44028.76,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007684,PAR-007684,PER-0016,2025-10-25,71110.44,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007685,PAR-007685,PER-0047,2025-04-29,39068.74,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007686,PAR-007686,PER-0035,2024-12-04,42878.88,Daños totales. Se recomienda indemnización completa.,False
EVA-007687,PAR-007687,PER-0013,2024-08-07,23184.76,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007688,PAR-007688,PER-0059,2024-07-08,29199.67,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007689,PAR-007689,PER-0013,2025-04-28,41180.77,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007690,PAR-007690,PER-0029,2024-01-09,9763.49,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007691,PAR-007691,PER-0017,2025-05-26,27257.29,Daños constatados consistentes con lo declarado.,False
EVA-007692,PAR-007692,PER-0010,2024-12-28,26586.76,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007693,PAR-007693,PER-0031,2023-10-13,55199.95,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007694,PAR-007694,PER-0018,2024-12-06,12099.15,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-007695,PAR-007695,PER-0055,2025-10-02,23123.17,Se verificaron daños parciales en el bien asegurado.,False
EVA-007696,PAR-007696,PER-0016,2026-03-31,29395.66,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007697,PAR-007697,PER-0044,2024-12-03,33904.98,Daños constatados consistentes con lo declarado.,False
EVA-007698,PAR-007698,PER-0059,2025-08-25,36104.78,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-007699,PAR-007699,PER-0057,2025-09-27,41426.85,Daños totales. Se recomienda indemnización completa.,False
EVA-007700,PAR-007700,PER-0020,2025-01-27,51704.38,No se pudieron constatar los daños declarados.,False
EVA-007701,PAR-007701,PER-0058,2024-05-02,24684.05,Daños totales. Se recomienda indemnización completa.,False
EVA-007702,PAR-007702,PER-0003,2025-12-28,53228.6,Se verificaron daños parciales en el bien asegurado.,False
EVA-007703,PAR-007703,PER-0006,2025-12-30,7885.35,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007704,PAR-007704,PER-0058,2023-06-12,27993.14,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007705,PAR-007705,PER-0019,2025-07-03,18081.59,Daños constatados consistentes con lo declarado.,True
EVA-007706,PAR-007706,PER-0052,2023-12-04,28671.25,Daños totales. Se recomienda indemnización completa.,False
EVA-007707,PAR-007707,PER-0001,2025-07-02,24847.02,Daños totales. Se recomienda indemnización completa.,False
EVA-007708,PAR-007708,PER-0054,2026-03-28,28433.02,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007709,PAR-007709,PER-0003,2023-06-12,30855.83,Daños constatados consistentes con lo declarado.,False
EVA-007710,PAR-007710,PER-0032,2025-06-28,22010.52,No se pudieron constatar los daños declarados.,False
EVA-007711,PAR-007711,PER-0024,2025-10-25,32466.19,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007712,PAR-007712,PER-0028,2023-12-09,31617.71,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007713,PAR-007713,PER-0003,2025-03-01,25287.73,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007714,PAR-007714,PER-0033,2024-11-04,48915.47,Se verificaron daños parciales en el bien asegurado.,True
EVA-007715,PAR-007715,PER-0012,2025-05-04,42014.56,Daños constatados consistentes con lo declarado.,False
EVA-007716,PAR-007716,PER-0053,2025-12-27,137283.74,Daños constatados consistentes con lo declarado.,False
EVA-007717,PAR-007717,PER-0019,2024-06-04,19124.5,No se pudieron constatar los daños declarados.,False
EVA-007718,PAR-007718,PER-0012,2026-03-25,43667.46,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007719,PAR-007719,PER-0053,2026-02-22,11713.43,Daños totales. Se recomienda indemnización completa.,False
EVA-007720,PAR-007720,PER-0033,2025-09-27,83573.45,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-007721,PAR-007721,PER-0003,2024-05-01,116682.07,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007722,PAR-007722,PER-0033,2025-02-27,26422.81,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007723,PAR-007723,PER-0003,2023-07-07,22256.77,Daños constatados consistentes con lo declarado.,True
EVA-007724,PAR-007724,PER-0007,2023-08-07,93515.23,Daños totales. Se recomienda indemnización completa.,False
EVA-007725,PAR-007725,PER-0023,2025-03-02,66999.66,Daños totales. Se recomienda indemnización completa.,False
EVA-007726,PAR-007726,PER-0060,2023-07-14,112.54,Daños constatados consistentes con lo declarado.,False
EVA-007727,PAR-007727,PER-0059,2025-07-25,49309.66,Se verificaron daños parciales en el bien asegurado.,False
EVA-007728,PAR-007728,PER-0015,2024-11-30,71774.53,No se pudieron constatar los daños declarados.,True
EVA-007729,PAR-007729,PER-0049,2025-11-25,87554.24,Daños totales. Se recomienda indemnización completa.,False
EVA-007730,PAR-007730,PER-0030,2025-03-06,11395.59,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007731,PAR-007731,PER-0019,2024-08-01,17527.47,No se pudieron constatar los daños declarados.,False
EVA-007732,PAR-007732,PER-0007,2024-03-06,47268.97,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007733,PAR-007733,PER-0031,2026-02-21,4472.05,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007734,PAR-007734,PER-0054,2024-12-01,28361.65,No se pudieron constatar los daños declarados.,False
EVA-007735,PAR-007735,PER-0058,2025-09-24,18913.45,Daños totales. Se recomienda indemnización completa.,False
EVA-007736,PAR-007736,PER-0015,2024-07-08,45034.0,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-007737,PAR-007737,PER-0019,2025-05-02,49384.14,Daños constatados consistentes con lo declarado.,True
EVA-007738,PAR-007738,PER-0050,2023-07-14,45499.41,Daños totales. Se recomienda indemnización completa.,False
EVA-007739,PAR-007739,PER-0012,2023-11-08,46672.13,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-007740,PAR-007740,PER-0043,2024-09-05,23412.58,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007741,PAR-007741,PER-0031,2024-10-29,33396.74,Daños totales. Se recomienda indemnización completa.,False
EVA-007742,PAR-007742,PER-0012,2025-05-04,9704.6,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007743,PAR-007743,PER-0028,2025-03-06,26286.39,No se pudieron constatar los daños declarados.,False
EVA-007744,PAR-007744,PER-0027,2024-02-04,35947.42,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007745,PAR-007745,PER-0052,2025-07-25,42260.23,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007746,PAR-007746,PER-0034,2025-04-02,17814.4,No se pudieron constatar los daños declarados.,False
EVA-007747,PAR-007747,PER-0004,2025-06-26,25973.97,No se pudieron constatar los daños declarados.,False
EVA-007748,PAR-007748,PER-0002,2023-09-13,23170.1,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007749,PAR-007749,PER-0038,2023-11-04,35895.73,Se verificaron daños parciales en el bien asegurado.,False
EVA-007750,PAR-007750,PER-0031,2024-09-05,43001.64,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007751,PAR-007751,PER-0060,2024-12-31,46166.62,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007752,PAR-007752,PER-0019,2025-11-22,26233.17,Se verificaron daños parciales en el bien asegurado.,False
EVA-007753,PAR-007753,PER-0023,2025-02-26,33337.85,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007754,PAR-007754,PER-0041,2025-03-01,25020.01,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007755,PAR-007755,PER-0038,2024-09-03,47146.07,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-007756,PAR-007756,PER-0056,2024-10-29,13747.59,Daños constatados consistentes con lo declarado.,False
EVA-007757,PAR-007757,PER-0013,2023-07-08,109480.99,Se verificaron daños parciales en el bien asegurado.,True
EVA-007758,PAR-007758,PER-0045,2024-02-01,37281.84,No se pudieron constatar los daños declarados.,False
EVA-007759,PAR-007759,PER-0055,2024-06-30,11749.48,Se verificaron daños parciales en el bien asegurado.,False
EVA-007760,PAR-007760,PER-0028,2026-02-27,70003.93,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007761,PAR-007761,PER-0026,2025-02-27,30157.47,No se pudieron constatar los daños declarados.,False
EVA-007762,PAR-007762,PER-0006,2025-03-29,26399.53,Se verificaron daños parciales en el bien asegurado.,True
EVA-007763,PAR-007763,PER-0037,2024-09-30,31461.0,No se pudieron constatar los daños declarados.,False
EVA-007764,PAR-007764,PER-0002,2025-11-28,11174.64,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007765,PAR-007765,PER-0056,2024-12-05,6215.28,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007766,PAR-007766,PER-0017,2024-04-04,6421.95,Daños constatados consistentes con lo declarado.,False
EVA-007767,PAR-007767,PER-0010,2025-12-01,28589.82,Se verificaron daños parciales en el bien asegurado.,False
EVA-007768,PAR-007768,PER-0009,2023-10-05,57233.2,Daños constatados consistentes con lo declarado.,True
EVA-007769,PAR-007769,PER-0051,2025-09-27,23964.5,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007770,PAR-007770,PER-0022,2026-02-26,63659.03,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-007771,PAR-007771,PER-0011,2023-08-14,39746.98,Se verificaron daños parciales en el bien asegurado.,True
EVA-007772,PAR-007772,PER-0040,2025-11-22,35139.49,Se verificaron daños parciales en el bien asegurado.,False
EVA-007773,PAR-007773,PER-0054,2024-08-08,15243.16,Se verificaron daños parciales en el bien asegurado.,False
EVA-007774,PAR-007774,PER-0056,2024-01-07,28429.99,No se pudieron constatar los daños declarados.,False
EVA-007775,PAR-007775,PER-0042,2023-08-07,91723.06,Daños totales. Se recomienda indemnización completa.,True
EVA-007776,PAR-007776,PER-0020,2025-05-30,33838.74,No se pudieron constatar los daños declarados.,False
EVA-007777,PAR-007777,PER-0037,2025-03-27,45925.19,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007778,PAR-007778,PER-0035,2023-09-06,6163.72,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007779,PAR-007779,PER-0035,2025-02-03,32163.74,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007780,PAR-007780,PER-0043,2026-01-22,27102.31,No se pudieron constatar los daños declarados.,False
EVA-007781,PAR-007781,PER-0034,2024-03-07,7712.66,Se verificaron daños parciales en el bien asegurado.,False
EVA-007782,PAR-007782,PER-0006,2023-12-09,43595.85,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007783,PAR-007783,PER-0027,2024-05-02,19381.88,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007784,PAR-007784,PER-0049,2024-03-11,2578.02,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007785,PAR-007785,PER-0048,2025-02-03,185.64,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007786,PAR-007786,PER-0047,2025-04-30,50242.38,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007787,PAR-007787,PER-0055,2025-03-30,34475.36,No se pudieron constatar los daños declarados.,True
EVA-007788,PAR-007788,PER-0036,2024-06-06,38693.78,Daños totales. Se recomienda indemnización completa.,False
EVA-007789,PAR-007789,PER-0052,2023-07-14,7051.64,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007790,PAR-007790,PER-0020,2025-01-29,13000.84,No se pudieron constatar los daños declarados.,True
EVA-007791,PAR-007791,PER-0046,2023-08-07,60211.47,Se verificaron daños parciales en el bien asegurado.,False
EVA-007792,PAR-007792,PER-0015,2024-08-08,22295.13,Se verificaron daños parciales en el bien asegurado.,False
EVA-007793,PAR-007793,PER-0055,2024-08-01,45513.2,Daños constatados consistentes con lo declarado.,False
EVA-007794,PAR-007794,PER-0022,2024-10-29,34412.57,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007795,PAR-007795,PER-0048,2023-08-06,66824.49,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007796,PAR-007796,PER-0043,2025-02-01,35911.91,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007797,PAR-007797,PER-0005,2025-10-01,24499.68,Se verificaron daños parciales en el bien asegurado.,False
EVA-007798,PAR-007798,PER-0057,2025-06-03,18056.08,Se verificaron daños parciales en el bien asegurado.,False
EVA-007799,PAR-007799,PER-0031,2025-07-02,49060.33,No se pudieron constatar los daños declarados.,False
EVA-007800,PAR-007800,PER-0058,2026-01-30,1872.88,Daños totales. Se recomienda indemnización completa.,False
EVA-007801,PAR-007801,PER-0037,2023-08-11,32164.58,No se pudieron constatar los daños declarados.,False
EVA-007802,PAR-007802,PER-0038,2025-07-01,38809.76,Daños totales. Se recomienda indemnización completa.,False
EVA-007803,PAR-007803,PER-0046,2025-10-26,33062.33,Se verificaron daños parciales en el bien asegurado.,False
EVA-007804,PAR-007804,PER-0053,2024-08-31,26729.43,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007805,PAR-007805,PER-0052,2025-10-30,14911.44,Se verificaron daños parciales en el bien asegurado.,False
EVA-007806,PAR-007806,PER-0020,2025-01-03,39886.79,No se pudieron constatar los daños declarados.,False
EVA-007807,PAR-007807,PER-0055,2025-04-02,22388.78,No se pudieron constatar los daños declarados.,True
EVA-007808,PAR-007808,PER-0034,2024-06-30,1925.01,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007809,PAR-007809,PER-0055,2024-12-06,72238.8,Daños constatados consistentes con lo declarado.,False
EVA-007810,PAR-007810,PER-0008,2025-01-30,34518.09,No se pudieron constatar los daños declarados.,False
EVA-007811,PAR-007811,PER-0042,2024-11-05,27952.79,Daños totales. Se recomienda indemnización completa.,False
EVA-007812,PAR-007812,PER-0003,2025-02-04,25133.4,Daños constatados consistentes con lo declarado.,False
EVA-007813,PAR-007813,PER-0051,2023-12-04,24108.47,Daños constatados consistentes con lo declarado.,False
EVA-007814,PAR-007814,PER-0001,2023-11-12,26133.86,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007815,PAR-007815,PER-0025,2025-12-31,65042.22,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007816,PAR-007816,PER-0008,2025-08-26,44025.07,No se pudieron constatar los daños declarados.,False
EVA-007817,PAR-007817,PER-0021,2024-09-04,104897.73,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007818,PAR-007818,PER-0045,2026-03-23,20004.53,Daños totales. Se recomienda indemnización completa.,True
EVA-007819,PAR-007819,PER-0043,2025-09-30,29303.15,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007820,PAR-007820,PER-0023,2025-07-27,43656.87,Daños totales. Se recomienda indemnización completa.,False
EVA-007821,PAR-007821,PER-0043,2026-03-01,10700.28,Daños totales. Se recomienda indemnización completa.,False
EVA-007822,PAR-007822,PER-0033,2026-01-21,24815.6,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007823,PAR-007823,PER-0045,2025-02-25,53234.21,No se pudieron constatar los daños declarados.,False
EVA-007824,PAR-007824,PER-0027,2025-07-01,51572.49,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-007825,PAR-007825,PER-0021,2024-04-01,40998.85,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007826,PAR-007826,PER-0013,2023-09-12,29997.65,Daños constatados consistentes con lo declarado.,False
EVA-007827,PAR-007827,PER-0047,2025-12-26,25662.12,Daños totales. Se recomienda indemnización completa.,False
EVA-007828,PAR-007828,PER-0059,2026-03-27,9656.31,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-007829,PAR-007829,PER-0050,2023-07-14,5671.66,Daños constatados consistentes con lo declarado.,False
EVA-007830,PAR-007830,PER-0018,2023-12-03,24283.24,Se verificaron daños parciales en el bien asegurado.,False
EVA-007831,PAR-007831,PER-0020,2023-12-05,20008.02,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007832,PAR-007832,PER-0013,2024-09-02,7151.04,Daños totales. Se recomienda indemnización completa.,False
EVA-007833,PAR-007833,PER-0004,2024-01-11,37332.49,Se verificaron daños parciales en el bien asegurado.,False
EVA-007834,PAR-007834,PER-0008,2024-09-29,37242.49,Daños totales. Se recomienda indemnización completa.,True
EVA-007835,PAR-007835,PER-0002,2026-02-24,15029.58,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007836,PAR-007836,PER-0058,2026-03-23,57838.02,Daños constatados consistentes con lo declarado.,False
EVA-007837,PAR-007837,PER-0060,2026-01-25,5133.52,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007838,PAR-007838,PER-0029,2025-04-26,49097.53,Daños constatados consistentes con lo declarado.,False
EVA-007839,PAR-007839,PER-0051,2025-06-28,79537.85,Daños totales. Se recomienda indemnización completa.,False
EVA-007840,PAR-007840,PER-0027,2024-10-06,44355.0,No se pudieron constatar los daños declarados.,False
EVA-007841,PAR-007841,PER-0039,2025-07-25,18663.81,Daños totales. Se recomienda indemnización completa.,False
EVA-007842,PAR-007842,PER-0014,2023-07-14,5680.28,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007843,PAR-007843,PER-0033,2025-05-02,57475.08,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007844,PAR-007844,PER-0026,2024-06-01,42485.91,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007845,PAR-007845,PER-0001,2026-03-01,19453.13,No se pudieron constatar los daños declarados.,False
EVA-007846,PAR-007846,PER-0055,2025-06-03,44620.88,No se pudieron constatar los daños declarados.,False
EVA-007847,PAR-007847,PER-0040,2024-11-30,23503.19,No se pudieron constatar los daños declarados.,False
EVA-007848,PAR-007848,PER-0024,2024-02-05,24140.5,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007849,PAR-007849,PER-0028,2025-11-23,16710.36,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007850,PAR-007850,PER-0009,2026-03-27,43273.93,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007851,PAR-007851,PER-0024,2024-05-06,12722.48,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007852,PAR-007852,PER-0045,2024-07-09,21075.09,Daños constatados consistentes con lo declarado.,False
EVA-007853,PAR-007853,PER-0039,2024-07-07,51214.53,No se pudieron constatar los daños declarados.,False
EVA-007854,PAR-007854,PER-0005,2024-11-04,34825.45,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007855,PAR-007855,PER-0016,2025-12-01,38643.45,No se pudieron constatar los daños declarados.,False
EVA-007856,PAR-007856,PER-0012,2026-02-24,4546.07,Daños totales. Se recomienda indemnización completa.,False
EVA-007857,PAR-007857,PER-0033,2024-09-07,63882.62,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007858,PAR-007858,PER-0019,2026-01-30,25235.99,Daños totales. Se recomienda indemnización completa.,False
EVA-007859,PAR-007859,PER-0019,2025-03-04,51362.96,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-007860,PAR-007860,PER-0044,2025-09-24,23179.98,No se pudieron constatar los daños declarados.,False
EVA-007861,PAR-007861,PER-0042,2024-03-03,73823.07,No se pudieron constatar los daños declarados.,False
EVA-007862,PAR-007862,PER-0019,2023-07-06,8649.13,Se verificaron daños parciales en el bien asegurado.,False
EVA-007863,PAR-007863,PER-0025,2023-07-13,24224.57,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007864,PAR-007864,PER-0014,2025-07-25,52213.49,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007865,PAR-007865,PER-0048,2026-02-24,14616.89,Se verificaron daños parciales en el bien asegurado.,False
EVA-007866,PAR-007866,PER-0030,2024-05-09,43340.73,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007867,PAR-007867,PER-0039,2024-12-31,16046.81,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007868,PAR-007868,PER-0041,2024-11-30,508.38,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007869,PAR-007869,PER-0045,2024-11-06,32878.53,No se pudieron constatar los daños declarados.,False
EVA-007870,PAR-007870,PER-0016,2024-01-08,34633.74,Daños totales. Se recomienda indemnización completa.,False
EVA-007871,PAR-007871,PER-0048,2025-04-30,103446.83,Daños constatados consistentes con lo declarado.,False
EVA-007872,PAR-007872,PER-0032,2025-11-22,7950.72,Daños totales. Se recomienda indemnización completa.,False
EVA-007873,PAR-007873,PER-0032,2024-03-04,4724.64,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007874,PAR-007874,PER-0053,2025-07-29,39004.85,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007875,PAR-007875,PER-0016,2025-11-28,29485.27,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007876,PAR-007876,PER-0016,2026-01-22,1237.07,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007877,PAR-007877,PER-0025,2025-06-03,33491.45,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007878,PAR-007878,PER-0057,2025-12-31,3733.92,Daños constatados consistentes con lo declarado.,False
EVA-007879,PAR-007879,PER-0002,2025-06-29,37987.12,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007880,PAR-007880,PER-0034,2024-12-05,15660.38,Daños totales. Se recomienda indemnización completa.,False
EVA-007881,PAR-007881,PER-0018,2025-11-29,4215.12,Daños constatados consistentes con lo declarado.,False
EVA-007882,PAR-007882,PER-0005,2024-03-07,961.47,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007883,PAR-007883,PER-0002,2025-02-02,39679.71,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007884,PAR-007884,PER-0016,2023-10-07,24590.55,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007885,PAR-007885,PER-0033,2024-12-05,11582.75,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007886,PAR-007886,PER-0006,2025-05-01,31414.95,Se verificaron daños parciales en el bien asegurado.,False
EVA-007887,PAR-007887,PER-0055,2025-02-04,67730.08,Daños totales. Se recomienda indemnización completa.,False
EVA-007888,PAR-007888,PER-0005,2025-07-01,34658.6,Daños totales. Se recomienda indemnización completa.,True
EVA-007889,PAR-007889,PER-0049,2024-07-05,29681.6,Daños totales. Se recomienda indemnización completa.,False
EVA-007890,PAR-007890,PER-0021,2024-06-04,23698.82,Se verificaron daños parciales en el bien asegurado.,False
EVA-007891,PAR-007891,PER-0045,2025-07-02,48044.14,Daños totales. Se recomienda indemnización completa.,False
EVA-007892,PAR-007892,PER-0004,2023-08-13,68671.7,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007893,PAR-007893,PER-0014,2025-05-05,37269.31,Daños constatados consistentes con lo declarado.,False
EVA-007894,PAR-007894,PER-0052,2023-07-12,19442.94,Daños constatados consistentes con lo declarado.,False
EVA-007895,PAR-007895,PER-0048,2024-07-07,30019.49,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007896,PAR-007896,PER-0011,2025-12-31,30267.12,Se verificaron daños parciales en el bien asegurado.,False
EVA-007897,PAR-007897,PER-0013,2025-09-28,50408.87,Se verificaron daños parciales en el bien asegurado.,False
EVA-007898,PAR-007898,PER-0052,2024-10-02,28233.89,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007899,PAR-007899,PER-0036,2025-03-01,43200.46,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-007900,PAR-007900,PER-0035,2026-01-23,1828.09,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-007901,PAR-007901,PER-0001,2025-05-03,32110.97,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007902,PAR-007902,PER-0005,2023-07-06,833.12,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007903,PAR-007903,PER-0047,2023-09-08,47157.26,Se verificaron daños parciales en el bien asegurado.,False
EVA-007904,PAR-007904,PER-0059,2025-07-04,52286.4,Se verificaron daños parciales en el bien asegurado.,False
EVA-007905,PAR-007905,PER-0043,2025-12-24,48915.52,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007906,PAR-007906,PER-0002,2024-12-02,49116.47,Daños totales. Se recomienda indemnización completa.,False
EVA-007907,PAR-007907,PER-0060,2025-06-02,40605.56,Daños constatados consistentes con lo declarado.,False
EVA-007908,PAR-007908,PER-0023,2025-02-03,31725.39,No se pudieron constatar los daños declarados.,True
EVA-007909,PAR-007909,PER-0034,2024-04-06,14764.91,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007910,PAR-007910,PER-0019,2023-10-13,4482.5,Se verificaron daños parciales en el bien asegurado.,False
EVA-007911,PAR-007911,PER-0053,2025-08-28,63737.72,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007912,PAR-007912,PER-0027,2025-06-28,28271.31,No se pudieron constatar los daños declarados.,False
EVA-007913,PAR-007913,PER-0033,2025-07-28,27521.67,No se pudieron constatar los daños declarados.,False
EVA-007914,PAR-007914,PER-0054,2023-07-07,22829.86,Se verificaron daños parciales en el bien asegurado.,True
EVA-007915,PAR-007915,PER-0050,2024-03-10,36420.85,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-007916,PAR-007916,PER-0011,2025-02-02,3740.98,Daños totales. Se recomienda indemnización completa.,True
EVA-007917,PAR-007917,PER-0047,2025-02-01,13115.24,Se verificaron daños parciales en el bien asegurado.,True
EVA-007918,PAR-007918,PER-0012,2025-11-22,2508.9,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-007919,PAR-007919,PER-0008,2025-03-30,93742.47,Daños constatados consistentes con lo declarado.,False
