id_pago,id_parte,id_receptor,monto_pagado,fecha_pago,metodo_pago,cuota,total_cuotas
PAG-0010779,PAR-007786,CLI-07786,48249.46,2025-07-05,Débito automático,1,1
PAG-0010780,PAR-007787,CLI-07787,32888.96,2025-04-30,Débito automático,1,1
PAG-0010781,PAR-007788,CLI-06751,38326.97,2024-08-10,Débito automático,1,1
PAG-0010782,PAR-007789,CLI-07789,7216.65,2023-08-20,Transferencia,1,1
PAG-0010783,PAR-007790,CLI-07790,12789.91,2025-02-22,Cheque,1,1
PAG-0010784,PAR-007791,CLI-07791,57775.18,2023-10-16,Cheque,1,1
PAG-0010785,PAR-007792,CLI-07792,23199.05,2024-09-08,Transferencia,1,1
PAG-0010786,PAR-007793,CLI-07793,47543.71,2024-09-30,Débito automático,1,1
PAG-0010787,PAR-007794,CLI-07794,16717.97,2024-12-04,Transferencia,1,2
PAG-0010788,PAR-007794,CLI-07794,17602.68,2024-12-11,Cheque,2,2
PAG-0010789,PAR-007795,CLI-07795,64205.88,2023-09-28,Cheque,1,1
PAG-0010790,PAR-007796,CLI-09094,36225.06,2025-03-26,Cheque,1,1
PAG-0010791,PAR-007797,CLI-07797,8450.65,2025-10-24,Cheque,1,3
PAG-0010792,PAR-007797,CLI-07797,7873.51,2025-10-31,Transferencia,2,3
PAG-0010793,PAR-007797,CLI-07797,7882.66,2025-11-07,Débito automático,3,3
PAG-0010794,PAR-007798,CLI-07798,9082.56,2025-07-22,Débito automático,1,2
PAG-0010795,PAR-007798,CLI-07798,8721.38,2025-07-29,Débito automático,2,2
PAG-0010796,PAR-007799,CLI-03547,24731.08,2025-08-04,Transferencia,1,2
PAG-0010797,PAR-007799,CLI-03547,25715.59,2025-08-11,Transferencia,2,2
PAG-0010798,PAR-007800,CLI-07800,618.88,2026-03-05,Cheque,1,3
PAG-0010799,PAR-007800,CLI-07800,641.78,2026-03-12,Cheque,2,3
PAG-0010800,PAR-007800,CLI-07800,616.45,2026-03-19,Cheque,3,3
PAG-0010801,PAR-007801,CLI-07801,33270.32,2023-11-07,Transferencia,1,1
PAG-0010802,PAR-007802,CLI-07802,40520.28,2025-07-05,Débito automático,1,1
PAG-0010803,PAR-007803,CLI-07803,16731.76,2025-11-30,Transferencia,1,2
PAG-0010804,PAR-007803,CLI-07803,16497.33,2025-12-07,Cheque,2,2
PAG-0010805,PAR-007804,CLI-07804,27905.37,2024-09-18,Transferencia,1,1
PAG-0010806,PAR-007805,CLI-07805,15560.48,2026-01-28,Cheque,1,1
PAG-0010807,PAR-007806,CLI-07806,40794.2,2025-03-23,Cheque,1,1
PAG-0010808,PAR-007807,CLI-07807,23276.17,2025-06-22,Débito automático,1,1
PAG-0010809,PAR-007808,CLI-07808,2012.3,2024-09-03,Débito automático,1,1
PAG-0010810,PAR-007809,CLI-07809,74392.26,2025-01-21,Transferencia,1,1
PAG-0010811,PAR-007810,CLI-07810,34547.71,2025-03-06,Débito automático,1,1
PAG-0010812,PAR-007811,CLI-07811,29180.0,2024-11-21,Transferencia,1,1
PAG-0010813,PAR-007812,CLI-07812,26022.25,2025-02-06,Débito automático,1,1
PAG-0010814,PAR-007813,CLI-07813,12604.36,2024-02-07,Débito automático,1,2
PAG-0010815,PAR-007813,CLI-07813,11778.33,2024-02-14,Transferencia,2,2
PAG-0010816,PAR-007814,CLI-07814,25697.24,2023-12-27,Cheque,1,1
PAG-0010817,PAR-007815,CLI-07815,66635.74,2026-01-28,Débito automático,1,1
PAG-0010818,PAR-007816,CLI-07816,43497.59,2025-11-12,Transferencia,1,1
PAG-0010819,PAR-007817,CLI-07817,100419.03,2024-11-21,Cheque,1,1
PAG-0010820,PAR-007818,CLI-07818,9613.11,2026-06-12,Cheque,1,2
PAG-0010821,PAR-007818,CLI-07818,9877.21,2026-06-19,Cheque,2,2
PAG-0010822,PAR-007819,CLI-07819,28391.81,2025-10-20,Cheque,1,1
PAG-0010823,PAR-007820,CLI-07820,42815.16,2025-10-09,Cheque,1,1
PAG-0010824,PAR-007821,CLI-07821,3388.56,2026-05-28,Cheque,1,3
PAG-0010825,PAR-007821,CLI-07821,3729.62,2026-06-04,Débito automático,2,3
PAG-0010826,PAR-007821,CLI-07821,3444.13,2026-06-11,Débito automático,3,3
PAG-0010827,PAR-007822,CLI-07822,24508.23,2026-03-27,Transferencia,1,1
PAG-0010828,PAR-007823,CLI-04516,51588.72,2025-05-13,Transferencia,1,1
PAG-0010829,PAR-007824,CLI-07824,50455.53,2025-07-03,Débito automático,1,1
PAG-0010830,PAR-007825,CLI-07825,39862.69,2024-04-30,Cheque,1,1
PAG-0010831,PAR-007826,CLI-07826,28782.69,2023-11-02,Cheque,1,1
PAG-0010832,PAR-007827,CLI-02760,26494.8,2026-01-08,Cheque,1,1
PAG-0010833,PAR-007828,CLI-07828,9672.62,2026-06-11,Cheque,1,1
PAG-0010834,PAR-007829,CLI-07829,2863.9,2023-07-20,Débito automático,1,2
PAG-0010835,PAR-007829,CLI-07829,2879.24,2023-07-27,Cheque,2,2
PAG-0010836,PAR-007830,CLI-10458,25103.12,2024-01-15,Cheque,1,1
PAG-0010837,PAR-007831,CLI-07831,21004.56,2024-02-24,Cheque,1,1
PAG-0010838,PAR-007832,CLI-07832,3646.18,2024-10-20,Débito automático,1,2
PAG-0010839,PAR-007832,CLI-07832,3505.99,2024-10-27,Cheque,2,2
PAG-0010840,PAR-007833,CLI-07833,13031.43,2024-03-26,Transferencia,1,3
PAG-0010841,PAR-007833,CLI-07833,12451.73,2024-04-02,Cheque,2,3
PAG-0010842,PAR-007833,CLI-07833,12201.59,2024-04-09,Cheque,3,3
PAG-0010843,PAR-007834,CLI-07834,38403.62,2024-10-10,Transferencia,1,1
PAG-0010844,PAR-007835,CLI-07835,5192.09,2026-04-01,Débito automático,1,3
PAG-0010845,PAR-007835,CLI-07835,5081.17,2026-04-08,Transferencia,2,3
PAG-0010846,PAR-007835,CLI-07835,5009.66,2026-04-15,Débito automático,3,3
PAG-0010847,PAR-007836,CLI-07836,58720.37,2026-05-04,Transferencia,1,1
PAG-0010848,PAR-007837,CLI-07837,5256.89,2026-03-08,Débito automático,1,1
PAG-0010849,PAR-007838,CLI-07838,47099.98,2025-05-30,Cheque,1,1
PAG-0010850,PAR-007839,CLI-00392,39038.33,2025-09-05,Débito automático,1,2
PAG-0010851,PAR-007839,CLI-00392,41143.74,2025-09-12,Transferencia,2,2
PAG-0010852,PAR-007840,CLI-07840,43886.46,2025-01-01,Transferencia,1,1
PAG-0010853,PAR-007841,CLI-07841,19217.59,2025-08-18,Cheque,1,1
PAG-0010854,PAR-007842,CLI-07842,5686.7,2023-09-12,Débito automático,1,1
PAG-0010855,PAR-007843,CLI-07843,18813.36,2025-06-01,Débito automático,1,3
PAG-0010856,PAR-007843,CLI-07843,19619.75,2025-06-08,Cheque,2,3
PAG-0010857,PAR-007843,CLI-07843,19683.07,2025-06-15,Transferencia,3,3
PAG-0010858,PAR-007844,CLI-07844,42170.71,2024-06-28,Cheque,1,1
PAG-0010859,PAR-007845,CLI-07845,9989.87,2026-05-01,Débito automático,1,2
PAG-0010860,PAR-007845,CLI-07845,9975.54,2026-05-08,Transferencia,2,2
PAG-0010861,PAR-007846,CLI-07846,43265.15,2025-06-13,Cheque,1,1
PAG-0010862,PAR-007847,CLI-07847,23925.62,2025-01-29,Débito automático,1,1
PAG-0010863,PAR-007848,CLI-07848,23494.39,2024-03-28,Débito automático,1,1
PAG-0010864,PAR-007849,CLI-07849,5343.02,2026-01-19,Cheque,1,3
PAG-0010865,PAR-007849,CLI-07849,5336.59,2026-01-26,Transferencia,2,3
PAG-0010866,PAR-007849,CLI-07849,5546.87,2026-02-02,Cheque,3,3
PAG-0010867,PAR-007850,CLI-08629,14744.13,2026-06-14,Débito automático,1,3
PAG-0010868,PAR-007850,CLI-08629,13840.56,2026-06-21,Cheque,2,3
PAG-0010869,PAR-007850,CLI-08629,15127.29,2026-06-28,Transferencia,3,3
PAG-0010870,PAR-007851,CLI-07851,12150.4,2024-06-02,Transferencia,1,1
PAG-0010871,PAR-007852,CLI-07852,21373.64,2024-08-16,Débito automático,1,1
PAG-0010872,PAR-007853,CLI-07853,17313.03,2024-09-12,Débito automático,1,3
PAG-0010873,PAR-007853,CLI-07853,16751.48,2024-09-19,Débito automático,2,3
PAG-0010874,PAR-007853,CLI-07853,16933.76,2024-09-26,Cheque,3,3
PAG-0010875,PAR-007854,CLI-07854,16570.48,2024-12-08,Transferencia,1,2
PAG-0010876,PAR-007854,CLI-07854,17453.44,2024-12-15,Transferencia,2,2
PAG-0010877,PAR-007855,CLI-07855,13467.97,2025-12-21,Transferencia,1,3
PAG-0010878,PAR-007855,CLI-07855,12604.79,2025-12-28,Cheque,2,3
PAG-0010879,PAR-007855,CLI-07855,12421.29,2026-01-04,Cheque,3,3
PAG-0010880,PAR-007856,CLI-07856,2223.42,2026-05-25,Cheque,1,2
PAG-0010881,PAR-007856,CLI-07856,2297.69,2026-06-01,Transferencia,2,2
PAG-0010882,PAR-007857,CLI-07857,31438.97,2024-10-19,Cheque,1,2
PAG-0010883,PAR-007857,CLI-07857,32891.28,2024-10-26,Débito automático,2,2
PAG-0010884,PAR-007858,CLI-07858,8443.33,2026-04-10,Cheque,1,3
PAG-0010885,PAR-007858,CLI-07858,8055.05,2026-04-17,Cheque,2,3
PAG-0010886,PAR-007858,CLI-07858,8553.54,2026-04-24,Débito automático,3,3
PAG-0010887,PAR-007859,CLI-07859,51357.49,2025-05-19,Transferencia,1,1
PAG-0010888,PAR-007860,CLI-07860,11688.64,2025-10-10,Cheque,1,2
PAG-0010889,PAR-007860,CLI-07860,11841.45,2025-10-17,Débito automático,2,2
PAG-0010890,PAR-007861,CLI-00349,74983.4,2024-04-13,Transferencia,1,1
PAG-0010891,PAR-007862,CLI-07862,8431.84,2023-09-07,Débito automático,1,1
PAG-0010892,PAR-007863,CLI-07863,11722.5,2023-09-15,Cheque,1,2
PAG-0010893,PAR-007863,CLI-07863,12074.4,2023-09-22,Transferencia,2,2
PAG-0010894,PAR-007864,CLI-07864,54226.78,2025-08-28,Transferencia,1,1
PAG-0010895,PAR-007865,CLI-07865,7145.17,2026-03-29,Cheque,1,2
PAG-0010896,PAR-007865,CLI-07865,7000.22,2026-04-05,Transferencia,2,2
PAG-0010897,PAR-007866,CLI-07866,22187.66,2024-06-16,Transferencia,1,2
PAG-0010898,PAR-007866,CLI-07866,21811.03,2024-06-23,Transferencia,2,2
PAG-0010899,PAR-007867,CLI-07867,16432.06,2025-03-25,Transferencia,1,1
PAG-0010900,PAR-007868,CLI-07868,243.3,2025-01-03,Transferencia,1,2
PAG-0010901,PAR-007868,CLI-07868,245.3,2025-01-10,Débito automático,2,2
PAG-0010902,PAR-007869,CLI-07869,33509.43,2024-12-27,Cheque,1,1
PAG-0010903,PAR-007870,CLI-07870,33041.32,2024-01-06,Débito automático,1,1
PAG-0010904,PAR-007871,CLI-07871,105420.28,2025-06-06,Transferencia,1,1
PAG-0010905,PAR-007872,CLI-07872,3854.92,2025-12-29,Cheque,1,2
PAG-0010906,PAR-007872,CLI-07872,4051.15,2026-01-05,Transferencia,2,2
PAG-0010907,PAR-007873,CLI-07873,4753.47,2024-03-30,Cheque,1,1
PAG-0010908,PAR-007874,CLI-07874,38419.71,2025-08-28,Cheque,1,1
PAG-0010909,PAR-007875,CLI-07875,9630.72,2026-02-08,Transferencia,1,3
PAG-0010910,PAR-007875,CLI-07875,9834.13,2026-02-15,Cheque,2,3
PAG-0010911,PAR-007875,CLI-07875,9956.48,2026-02-22,Débito automático,3,3
PAG-0010912,PAR-007876,CLI-07876,1293.75,2026-02-15,Débito automático,1,1
PAG-0010913,PAR-007877,CLI-07877,11137.65,2025-08-26,Transferencia,1,3
PAG-0010914,PAR-007877,CLI-07877,11018.03,2025-09-02,Transferencia,2,3
PAG-0010915,PAR-007877,CLI-07877,10619.88,2025-09-09,Débito automático,3,3
PAG-0010916,PAR-007878,CLI-07878,3608.39,2026-01-22,Débito automático,1,1
PAG-0010917,PAR-007879,CLI-07879,19681.94,2025-08-01,Cheque,1,2
PAG-0010918,PAR-007879,CLI-07879,19634.76,2025-08-08,Débito automático,2,2
PAG-0010919,PAR-007880,CLI-08509,15171.09,2025-03-02,Transferencia,1,1
PAG-0010920,PAR-007881,CLI-07881,4412.41,2025-12-23,Transferencia,1,1
PAG-0010921,PAR-007882,CLI-07882,979.17,2024-03-14,Cheque,1,1
PAG-0010922,PAR-007883,CLI-07883,13844.82,2025-04-26,Cheque,1,3
PAG-0010923,PAR-007883,CLI-07883,13585.44,2025-05-03,Cheque,2,3
PAG-0010924,PAR-007883,CLI-07883,12567.25,2025-05-10,Transferencia,3,3
PAG-0010925,PAR-007884,CLI-07884,25393.28,2023-11-16,Transferencia,1,1
PAG-0010926,PAR-007885,CLI-07885,11174.98,2025-02-25,Débito automático,1,1
PAG-0010927,PAR-007886,CLI-07886,31930.85,2025-07-08,Transferencia,1,1
PAG-0010928,PAR-007887,CLI-07887,70836.22,2025-04-08,Transferencia,1,1
PAG-0010929,PAR-007888,CLI-07888,36184.59,2025-08-02,Transferencia,1,1
PAG-0010930,PAR-007889,CLI-07889,29607.78,2024-08-03,Cheque,1,1
PAG-0010931,PAR-007890,CLI-07890,11395.81,2024-07-09,Cheque,1,2
PAG-0010932,PAR-007890,CLI-07890,11805.93,2024-07-16,Débito automático,2,2
PAG-0010933,PAR-007891,CLI-10210,50389.23,2025-08-28,Transferencia,1,1
PAG-0010934,PAR-007892,CLI-04334,69618.34,2023-11-04,Débito automático,1,1
PAG-0010935,PAR-007893,CLI-07893,37437.46,2025-05-08,Débito automático,1,1
PAG-0010936,PAR-007894,CLI-07894,19085.1,2023-08-12,Transferencia,1,1
PAG-0010937,PAR-007895,CLI-07895,29954.67,2024-07-16,Cheque,1,1
PAG-0010938,PAR-007896,CLI-07896,14627.41,2026-01-03,Transferencia,1,2
PAG-0010939,PAR-007896,CLI-07896,15750.54,2026-01-10,Débito automático,2,2
PAG-0010940,PAR-007897,CLI-09905,51954.07,2025-10-19,Cheque,1,1
PAG-0010941,PAR-007898,CLI-07898,27529.19,2025-01-03,Débito automático,1,1
PAG-0010942,PAR-007899,CLI-07899,14557.81,2025-04-12,Débito automático,1,3
PAG-0010943,PAR-007899,CLI-07899,14360.53,2025-04-19,Débito automático,2,3
PAG-0010944,PAR-007899,CLI-07899,14048.17,2025-04-26,Transferencia,3,3
PAG-0010945,PAR-007900,CLI-08544,889.62,2026-03-02,Transferencia,1,2
PAG-0010946,PAR-007900,CLI-08544,940.14,2026-03-09,Cheque,2,2
PAG-0010947,PAR-007901,CLI-07901,15806.86,2025-05-13,Transferencia,1,2
PAG-0010948,PAR-007901,CLI-07901,15566.28,2025-05-20,Transferencia,2,2
PAG-0010949,PAR-007902,CLI-07902,413.92,2023-09-12,Transferencia,1,2
PAG-0010950,PAR-007902,CLI-07902,425.84,2023-09-19,Transferencia,2,2
PAG-0010951,PAR-007903,CLI-07903,44833.84,2023-09-16,Transferencia,1,1
PAG-0010952,PAR-007904,CLI-07904,26486.78,2025-08-18,Transferencia,1,2
PAG-0010953,PAR-007904,CLI-07904,25300.15,2025-08-25,Débito automático,2,2
PAG-0010954,PAR-007905,CLI-07905,51302.82,2026-01-31,Cheque,1,1
PAG-0010955,PAR-007906,CLI-07906,25022.95,2025-01-24,Cheque,1,2
PAG-0010956,PAR-007906,CLI-07906,24674.11,2025-01-31,Transferencia,2,2
PAG-0010957,PAR-007907,CLI-07907,41229.51,2025-06-10,Débito automático,1,1
PAG-0010958,PAR-007908,CLI-07908,16611.03,2025-02-21,Cheque,1,2
PAG-0010959,PAR-007908,CLI-07908,16651.01,2025-02-28,Débito automático,2,2
PAG-0010960,PAR-007909,CLI-07909,14331.41,2024-04-26,Transferencia,1,1
PAG-0010961,PAR-007910,CLI-07910,4570.72,2023-12-11,Cheque,1,1
PAG-0010962,PAR-007911,CLI-07911,62210.96,2025-09-28,Transferencia,1,1
PAG-0010963,PAR-007912,CLI-05848,28870.7,2025-08-08,Débito automático,1,1
PAG-0010964,PAR-007913,CLI-06030,26641.12,2025-09-01,Débito automático,1,1
PAG-0010965,PAR-007914,CLI-07914,21830.72,2023-08-05,Transferencia,1,1
PAG-0010966,PAR-007915,CLI-07915,18233.6,2024-05-03,Transferencia,1,2
PAG-0010967,PAR-007915,CLI-07915,18473.0,2024-05-10,Transferencia,2,2
PAG-0010968,PAR-007916,CLI-07916,1937.49,2025-03-15,Débito automático,1,2
PAG-0010969,PAR-007916,CLI-07916,1890.97,2025-03-22,Transferencia,2,2
PAG-0010970,PAR-007917,CLI-07917,4538.79,2025-02-20,Transferencia,1,3
PAG-0010971,PAR-007917,CLI-07917,4357.69,2025-02-27,Transferencia,2,3
PAG-0010972,PAR-007917,CLI-07917,4294.61,2025-03-06,Débito automático,3,3
PAG-0010973,PAR-007918,CLI-07918,2544.96,2025-12-18,Débito automático,1,1
PAG-0010974,PAR-007919,CLI-07919,46977.38,2025-05-03,Transferencia,1,2
PAG-0010975,PAR-007919,CLI-07919,46282.44,2025-05-10,Débito automático,2,2
PAG-0010976,PAR-007920,CLI-07920,23047.85,2025-07-08,Débito automático,1,2
PAG-0010977,PAR-007920,CLI-07920,23986.33,2025-07-15,Transferencia,2,2
PAG-0010978,PAR-007921,CLI-01062,41100.69,2025-12-21,Débito automático,1,1
PAG-0010979,PAR-007922,CLI-07922,38134.79,2025-05-10,Cheque,1,2
PAG-0010980,PAR-007922,CLI-07922,35404.87,2025-05-17,Transferencia,2,2
PAG-0010981,PAR-007923,CLI-03211,41771.34,2023-09-22,Cheque,1,1
PAG-0010982,PAR-007924,CLI-07924,26005.83,2025-02-17,Débito automático,1,2
PAG-0010983,PAR-007924,CLI-07924,25797.0,2025-02-24,Cheque,2,2
PAG-0010984,PAR-007925,CLI-07925,11075.0,2025-03-27,Débito automático,1,2
PAG-0010985,PAR-007925,CLI-07925,11279.68,2025-04-03,Cheque,2,2
PAG-0010986,PAR-007926,CLI-07926,20963.52,2024-07-23,Transferencia,1,1
PAG-0010987,PAR-007927,CLI-02625,12946.37,2025-09-21,Transferencia,1,2
PAG-0010988,PAR-007927,CLI-02625,12525.23,2025-09-28,Débito automático,2,2
PAG-0010989,PAR-007928,CLI-07928,24242.22,2024-08-24,Débito automático,1,1
PAG-0010990,PAR-007929,CLI-07929,33987.36,2025-11-19,Débito automático,1,1
PAG-0010991,PAR-007930,CLI-07930,2253.54,2024-10-19,Débito automático,1,1
PAG-0010992,PAR-007931,CLI-07931,52457.05,2026-01-11,Cheque,1,1
PAG-0010993,PAR-007932,CLI-07932,12592.92,2023-12-19,Débito automático,1,1
PAG-0010994,PAR-007933,CLI-07933,20975.05,2025-02-25,Transferencia,1,1
PAG-0010995,PAR-007934,CLI-07934,12234.64,2025-12-04,Débito automático,1,3
PAG-0010996,PAR-007934,CLI-07934,11811.39,2025-12-11,Débito automático,2,3
PAG-0010997,PAR-007934,CLI-07934,11460.71,2025-12-18,Débito automático,3,3
PAG-0010998,PAR-007935,CLI-07935,20870.24,2026-01-30,Transferencia,1,1
PAG-0010999,PAR-007936,CLI-07936,24099.92,2026-01-28,Débito automático,1,1
PAG-0011000,PAR-007937,CLI-07937,15437.48,2026-05-23,Débito automático,1,1
PAG-0011001,PAR-007938,CLI-07938,5262.76,2023-10-07,Cheque,1,3
PAG-0011002,PAR-007938,CLI-07938,5436.77,2023-10-14,Cheque,2,3
PAG-0011003,PAR-007938,CLI-07938,5597.16,2023-10-21,Cheque,3,3
PAG-0011004,PAR-007939,CLI-07939,45683.95,2024-05-21,Transferencia,1,1
PAG-0011005,PAR-007940,CLI-07940,12835.32,2023-10-22,Transferencia,1,1
PAG-0011006,PAR-007941,CLI-05435,33135.93,2024-05-29,Cheque,1,1
PAG-0011007,PAR-007942,CLI-07942,9109.16,2024-09-30,Débito automático,1,3
PAG-0011008,PAR-007942,CLI-07942,9689.41,2024-10-07,Cheque,2,3
PAG-0011009,PAR-007942,CLI-07942,9816.93,2024-10-14,Débito automático,3,3
PAG-0011010,PAR-007943,CLI-07943,72357.38,2026-02-03,Cheque,1,1
PAG-0011011,PAR-007944,CLI-07944,20557.34,2023-06-19,Transferencia,1,3
PAG-0011012,PAR-007944,CLI-07944,21788.99,2023-06-26,Cheque,2,3
PAG-0011013,PAR-007944,CLI-07944,20901.92,2023-07-03,Débito automático,3,3
PAG-0011014,PAR-007945,CLI-07945,21037.11,2025-09-04,Cheque,1,1
PAG-0011015,PAR-007946,CLI-09155,3612.13,2025-11-09,Transferencia,1,1
PAG-0011016,PAR-007947,CLI-05597,23733.85,2024-04-30,Cheque,1,2
PAG-0011017,PAR-007947,CLI-05597,23311.08,2024-05-07,Transferencia,2,2
PAG-0011018,PAR-007948,CLI-07948,31351.71,2025-09-06,Cheque,1,1
PAG-0011019,PAR-007949,CLI-07949,29930.64,2026-02-06,Cheque,1,1
PAG-0011020,PAR-007950,CLI-07950,15803.75,2024-06-02,Cheque,1,2
PAG-0011021,PAR-007950,CLI-07950,15722.68,2024-06-09,Transferencia,2,2
PAG-0011022,PAR-007951,CLI-07951,20541.81,2026-01-16,Cheque,1,1
PAG-0011023,PAR-007952,CLI-07952,26385.02,2024-11-20,Cheque,1,2
PAG-0011024,PAR-007952,CLI-07952,27085.71,2024-11-27,Transferencia,2,2
PAG-0011025,PAR-007953,CLI-07953,37797.12,2024-08-08,Débito automático,1,1
PAG-0011026,PAR-007954,CLI-07954,16674.16,2026-01-28,Transferencia,1,2
PAG-0011027,PAR-007954,CLI-07954,15473.75,2026-02-04,Débito automático,2,2
PAG-0011028,PAR-007955,CLI-07955,25113.22,2023-10-23,Débito automático,1,1
PAG-0011029,PAR-007956,CLI-07956,6792.78,2024-12-04,Transferencia,1,3
PAG-0011030,PAR-007956,CLI-07956,6738.3,2024-12-11,Débito automático,2,3
PAG-0011031,PAR-007956,CLI-07956,7091.62,2024-12-18,Débito automático,3,3
PAG-0011032,PAR-007957,CLI-07957,80298.78,2026-02-10,Débito automático,1,1
PAG-0011033,PAR-007958,CLI-07958,64321.36,2024-12-09,Débito automático,1,1
PAG-0011034,PAR-007959,CLI-07959,17682.04,2024-12-31,Débito automático,1,1
PAG-0011035,PAR-007960,CLI-07960,43097.1,2026-03-29,Débito automático,1,1
PAG-0011036,PAR-007961,CLI-07961,27062.38,2023-12-14,Transferencia,1,1
PAG-0011037,PAR-007962,CLI-07962,3783.34,2025-12-21,Débito automático,1,1
PAG-0011038,PAR-007963,CLI-07963,10757.24,2025-02-25,Cheque,1,1
PAG-0011039,PAR-007964,CLI-07964,15329.81,2025-01-06,Cheque,1,1
PAG-0011040,PAR-007965,CLI-07965,10134.47,2024-12-17,Transferencia,1,1
PAG-0011041,PAR-007966,CLI-00057,24787.03,2025-12-29,Débito automático,1,1
PAG-0011042,PAR-007967,CLI-07967,25495.7,2025-07-22,Transferencia,1,1
PAG-0011043,PAR-007968,CLI-07968,21128.66,2025-05-27,Débito automático,1,2
PAG-0011044,PAR-007968,CLI-07968,21353.92,2025-06-03,Transferencia,2,2
PAG-0011045,PAR-007969,CLI-07969,35350.55,2026-04-20,Cheque,1,1
PAG-0011046,PAR-007970,CLI-02458,1870.65,2024-02-08,Débito automático,1,1
PAG-0011047,PAR-007971,CLI-04939,11182.74,2025-12-27,Transferencia,1,2
PAG-0011048,PAR-007971,CLI-04939,10372.61,2026-01-03,Débito automático,2,2
PAG-0011049,PAR-007972,CLI-07972,73659.36,2025-05-14,Débito automático,1,1
PAG-0011050,PAR-007973,CLI-07973,6937.49,2026-04-27,Débito automático,1,1
PAG-0011051,PAR-007974,CLI-07974,62632.11,2026-02-21,Débito automático,1,1
PAG-0011052,PAR-007975,CLI-07975,48546.03,2025-01-30,Transferencia,1,1
PAG-0011053,PAR-007976,CLI-06075,7182.22,2025-11-03,Cheque,1,1
PAG-0011054,PAR-007977,CLI-07977,10534.57,2025-01-05,Cheque,1,3
PAG-0011055,PAR-007977,CLI-07977,11108.27,2025-01-12,Débito automático,2,3
PAG-0011056,PAR-007977,CLI-07977,10992.45,2025-01-19,Transferencia,3,3
PAG-0011057,PAR-007978,CLI-07978,32812.8,2024-06-24,Cheque,1,1
PAG-0011058,PAR-007979,CLI-07979,74177.77,2025-10-13,Débito automático,1,2
PAG-0011059,PAR-007979,CLI-07979,79504.35,2025-10-20,Cheque,2,2
PAG-0011060,PAR-007980,CLI-07980,64226.61,2025-12-14,Débito automático,1,1
PAG-0011061,PAR-007981,CLI-07981,13573.41,2025-08-24,Débito automático,1,1
PAG-0011062,PAR-007982,CLI-07982,51175.88,2024-08-16,Débito automático,1,1
PAG-0011063,PAR-007983,CLI-07983,42596.48,2025-05-17,Transferencia,1,1
PAG-0011064,PAR-007984,CLI-07984,18509.15,2025-08-04,Débito automático,1,1
PAG-0011065,PAR-007985,CLI-07985,6701.24,2023-11-21,Cheque,1,1
PAG-0011066,PAR-007986,CLI-07986,77056.34,2026-02-25,Débito automático,1,1
PAG-0011067,PAR-007987,CLI-02777,3422.78,2026-05-03,Cheque,1,3
PAG-0011068,PAR-007987,CLI-02777,3471.07,2026-05-10,Débito automático,2,3
PAG-0011069,PAR-007987,CLI-02777,3404.4,2026-05-17,Débito automático,3,3
PAG-0011070,PAR-007988,CLI-07988,18236.31,2024-12-12,Cheque,1,1
PAG-0011071,PAR-007989,CLI-07989,16427.99,2025-11-30,Débito automático,1,1
PAG-0011072,PAR-007990,CLI-03952,32991.46,2025-09-28,Transferencia,1,2
PAG-0011073,PAR-007990,CLI-03952,32400.07,2025-10-05,Cheque,2,2
PAG-0011074,PAR-007991,CLI-07991,126417.78,2024-11-12,Débito automático,1,1
PAG-0011075,PAR-007992,CLI-07992,28297.11,2025-11-02,Cheque,1,1
PAG-0011076,PAR-007993,CLI-04040,10902.08,2026-05-30,Cheque,1,1
PAG-0011077,PAR-007994,CLI-07994,3229.49,2023-11-10,Cheque,1,3
PAG-0011078,PAR-007994,CLI-07994,3072.02,2023-11-17,Débito automático,2,3
PAG-0011079,PAR-007994,CLI-07994,3328.86,2023-11-24,Transferencia,3,3
PAG-0011080,PAR-007995,CLI-07995,35952.39,2025-09-04,Transferencia,1,1
PAG-0011081,PAR-007996,CLI-07996,1449.98,2024-07-02,Débito automático,1,2
PAG-0011082,PAR-007996,CLI-07996,1373.35,2024-07-09,Cheque,2,2
PAG-0011083,PAR-007997,CLI-07997,30489.19,2024-02-27,Débito automático,1,1
PAG-0011084,PAR-007998,CLI-07998,49247.12,2025-03-03,Cheque,1,1
PAG-0011085,PAR-007999,CLI-07999,24832.96,2026-01-21,Cheque,1,1
PAG-0011086,PAR-008000,CLI-08000,14472.54,2025-01-22,Transferencia,1,2
PAG-0011087,PAR-008000,CLI-08000,13222.45,2025-01-29,Cheque,2,2
PAG-0011088,PAR-008001,CLI-08001,53906.7,2025-12-06,Cheque,1,1
PAG-0011089,PAR-008002,CLI-08002,66111.29,2024-01-03,Cheque,1,1
PAG-0011090,PAR-008003,CLI-08003,38743.58,2025-01-31,Débito automático,1,1
PAG-0011091,PAR-008004,CLI-08004,18467.3,2025-11-23,Débito automático,1,2
PAG-0011092,PAR-008004,CLI-08004,18253.23,2025-11-30,Cheque,2,2
PAG-0011093,PAR-008005,CLI-04467,29711.65,2023-08-21,Cheque,1,1
PAG-0011094,PAR-008006,CLI-08006,21485.72,2026-02-25,Débito automático,1,3
PAG-0011095,PAR-008006,CLI-08006,20944.29,2026-03-04,Transferencia,2,3
PAG-0011096,PAR-008006,CLI-08006,21658.98,2026-03-11,Transferencia,3,3
PAG-0011097,PAR-008007,CLI-00025,12033.22,2025-01-26,Transferencia,1,3
