id_poliza,id_cliente,id_agente,id_objeto_asegurado,id_asegurado,tipo_seguro,cobertura,tipo_poliza,canal_venta,fecha_alta,vigencia_desde,vigencia_hasta,prima_mensual,prima_total,estado,numero_polizas_cliente,meses_desde_inicio,customer_lifetime_value
POL-009375,CLI-09375,AGE-0017,OBJ-009375,CLI-09375,Vida,Básica,Personal,Web,2016-09-29,2016-09-29,2017-09-29,2586.7,32131.91,Activa,1,27,6485.15
POL-009376,CLI-09376,AGE-0077,OBJ-009376,CLI-09376,Vida,Premium,Personal,Call Center,2016-04-16,2016-04-16,2017-04-16,431.34,6100.12,Activa,1,33,2049.68
POL-009377,CLI-09377,AGE-0050,OBJ-009377,CLI-09377,Vida,Premium,Personal,Call Center,2016-10-14,2016-10-14,2017-10-14,2767.65,36993.87,Activa,3,33,12152.69
POL-009378,CLI-09378,AGE-0036,OBJ-009378,CLI-09378,Vida,Básica,Personal,Agente,2016-11-23,2016-11-23,2017-11-23,636.76,6334.1,Activa,4,17,6299.69
POL-009379,CLI-09379,AGE-0048,OBJ-009379,CLI-09379,Vida,Premium,Personal,Agente,2013-12-23,2013-12-23,2014-12-23,2382.18,28356.16,Baja,4,97,5414.05
POL-009380,CLI-09380,AGE-0062,OBJ-009380,CLI-09380,Vida,Premium,Personal,Web,2021-06-24,2021-06-24,2022-06-24,2132.43,26913.76,Activa,1,49,7902.39
POL-009381,CLI-09381,AGE-0055,OBJ-009381,CLI-09381,Vida,Extendida,Personal,Agente,2012-12-18,2012-12-18,2013-12-18,909.55,11001.54,Baja,1,49,8188.94
POL-009382,CLI-09382,AGE-0071,OBJ-009382,CLI-09382,Vida,Básica,Personal,Call Center,2015-05-12,2015-05-12,2016-05-11,137.59,1845.69,Baja,2,115,13379.22
POL-009383,CLI-09383,AGE-0040,OBJ-009383,CLI-09383,Vida,Básica,Personal,Web,2016-03-02,2016-03-02,2017-03-02,137.25,1490.02,Activa,2,77,13218.5
POL-009384,CLI-09384,AGE-0072,OBJ-009384,CLI-09384,Vida,Premium,Personal,Agente,2012-04-10,2012-04-10,2013-04-10,270.74,3992.29,Activa,3,1,11029.41
POL-009385,CLI-09385,AGE-0026,OBJ-009385,CLI-09385,Vida,Básica,Personal,Call Center,2011-12-26,2011-12-26,2012-12-25,1272.59,11358.79,Activa,4,14,6705.75
POL-009386,CLI-09386,AGE-0079,OBJ-009386,CLI-09386,Vida,Premium,Personal,Web,2013-01-05,2013-01-05,2014-01-05,3839.66,38456.67,Baja,1,94,2729.7
POL-009387,CLI-09387,AGE-0024,OBJ-009387,CLI-09387,Vida,Extendida,Personal,Agente,2015-04-20,2015-04-20,2016-04-19,3888.14,41460.44,Activa,1,114,4223.35
POL-009388,CLI-09388,AGE-0068,OBJ-009388,CLI-09388,Vida,Básica,Personal,Agente,2011-02-08,2011-02-08,2012-02-08,411.16,4341.69,Activa,1,24,6014.16
POL-009389,CLI-09389,AGE-0029,OBJ-009389,CLI-09389,Vida,Premium,Personal,Call Center,2022-04-03,2022-04-03,2023-04-03,3475.32,41669.42,Activa,2,57,12766.43
POL-009390,CLI-09390,AGE-0021,OBJ-009390,CLI-09390,Vida,Extendida,Personal,Call Center,2015-03-02,2015-03-02,2016-03-01,893.02,13938.08,Activa,4,15,9188.99
POL-009391,CLI-09391,AGE-0016,OBJ-009391,CLI-09391,Vida,Básica,Personal,Call Center,2019-03-14,2019-03-14,2020-03-13,3945.2,36615.65,Activa,4,63,11794.33
POL-009392,CLI-09392,AGE-0027,OBJ-009392,CLI-09392,Vida,Extendida,Personal,Web,2010-11-24,2010-11-24,2011-11-24,452.05,5958.43,Activa,1,107,5575.93
POL-009393,CLI-09393,AGE-0028,OBJ-009393,CLI-09393,Vida,Extendida,Personal,Agente,2019-01-01,2019-01-01,2020-01-01,1066.62,13330.48,Activa,4,50,13369.07
POL-009394,CLI-09394,AGE-0061,OBJ-009394,CLI-09394,Vida,Extendida,Personal,Agente,2012-04-25,2012-04-25,2013-04-25,2530.84,32778.32,Activa,4,113,4269.57
POL-009395,CLI-09395,AGE-0057,OBJ-009395,CLI-09395,Vida,Básica,Personal,Web,2010-04-22,2010-04-22,2011-04-22,1099.31,12851.41,Activa,1,1,4657.31
POL-009396,CLI-09396,AGE-0034,OBJ-009396,CLI-09396,Vida,Extendida,Personal,Call Center,2022-12-08,2022-12-08,2023-12-08,1560.78,16251.05,Activa,4,60,11951.78
POL-009397,CLI-09397,AGE-0008,OBJ-009397,CLI-09397,Vida,Extendida,Personal,Agente,2011-01-09,2011-01-09,2012-01-09,1792.62,26945.63,Activa,2,99,3257.09
POL-009398,CLI-09398,AGE-0038,OBJ-009398,CLI-09398,Vida,Premium,Personal,Agente,2014-07-23,2014-07-23,2015-07-23,2499.74,39295.23,Activa,1,43,13414.26
POL-009399,CLI-09399,AGE-0066,OBJ-009399,CLI-09399,Vida,Extendida,Personal,Call Center,2020-09-26,2020-09-26,2021-09-26,1454.56,18354.07,Activa,2,49,4609.45
POL-009400,CLI-09400,AGE-0077,OBJ-009400,CLI-09400,Vida,Extendida,Personal,Call Center,2019-06-05,2019-06-05,2020-06-04,4418.9,40916.48,Activa,3,10,3575.32
POL-009401,CLI-09401,AGE-0054,OBJ-009401,CLI-09401,Vida,Extendida,Personal,Web,2014-06-02,2014-06-02,2015-06-02,1429.09,15623.66,Activa,4,98,14366.31
POL-009402,CLI-09402,AGE-0050,OBJ-009402,CLI-09402,Vida,Premium,Personal,Web,2012-01-02,2012-01-02,2013-01-01,988.76,16812.24,Activa,2,90,2437.58
POL-009403,CLI-09403,AGE-0042,OBJ-009403,CLI-09403,Vida,Premium,Personal,Call Center,2019-11-15,2019-11-15,2020-11-14,533.64,7483.59,Activa,3,93,5764.45
POL-009404,CLI-09404,AGE-0071,OBJ-009404,CLI-09404,Vida,Extendida,Personal,Web,2015-08-06,2015-08-06,2016-08-05,839.94,7731.05,Baja,3,57,13481.69
POL-009405,CLI-09405,AGE-0061,OBJ-009405,CLI-09405,Vida,Premium,Personal,Web,2020-03-05,2020-03-05,2021-03-05,129.97,1454.02,Activa,3,71,8134.58
POL-009406,CLI-09406,AGE-0006,OBJ-009406,CLI-09406,Vida,Extendida,Personal,Web,2015-10-31,2015-10-31,2016-10-30,3509.31,47827.29,Activa,2,35,13698.85
POL-009407,CLI-09407,AGE-0037,OBJ-009407,CLI-09407,Vida,Básica,Personal,Agente,2017-09-30,2017-09-30,2018-09-30,506.84,6818.75,Activa,4,85,8653.87
POL-009408,CLI-09408,AGE-0031,OBJ-009408,CLI-09408,Vida,Premium,Personal,Agente,2011-09-21,2011-09-21,2012-09-20,772.6,8260.4,Activa,3,99,8646.0
POL-009409,CLI-09409,AGE-0037,OBJ-009409,CLI-09409,Vida,Básica,Personal,Agente,2015-11-14,2015-11-14,2016-11-13,199.23,2788.01,Baja,3,105,13684.19
POL-009410,CLI-09410,AGE-0029,OBJ-009410,CLI-09410,Vida,Extendida,Personal,Agente,2015-09-27,2015-09-27,2016-09-26,747.04,11230.71,Activa,4,27,2187.34
POL-009411,CLI-09411,AGE-0044,OBJ-009411,CLI-09411,Vida,Extendida,Personal,Call Center,2017-04-16,2017-04-16,2018-04-16,194.14,2271.34,Baja,4,77,7959.42
POL-009412,CLI-09412,AGE-0023,OBJ-009412,CLI-09412,Vida,Extendida,Personal,Web,2016-06-06,2016-06-06,2017-06-06,210.83,2258.18,Activa,1,47,13678.04
POL-009413,CLI-09413,AGE-0033,OBJ-009413,CLI-09413,Vida,Extendida,Personal,Web,2016-08-10,2016-08-10,2017-08-10,1288.58,12971.03,Activa,1,49,14724.83
POL-009414,CLI-09414,AGE-0074,OBJ-009414,CLI-09414,Vida,Básica,Personal,Agente,2017-02-09,2017-02-09,2018-02-09,706.4,9289.24,Activa,3,75,8250.56
POL-009415,CLI-09415,AGE-0008,OBJ-009415,CLI-09415,Vida,Básica,Personal,Call Center,2018-10-03,2018-10-03,2019-10-03,2193.45,21468.44,Activa,2,78,9488.34
POL-009416,CLI-09416,AGE-0015,OBJ-009416,CLI-09416,Vida,Básica,Personal,Call Center,2022-02-06,2022-02-06,2023-02-06,4792.84,38990.65,Activa,3,67,4291.8
POL-009417,CLI-09417,AGE-0012,OBJ-009417,CLI-09417,Vida,Básica,Personal,Agente,2020-10-01,2020-10-01,2021-10-01,404.98,3857.79,Activa,3,96,14183.01
POL-009418,CLI-09418,AGE-0031,OBJ-009418,CLI-09418,Vida,Básica,Personal,Web,2018-02-14,2018-02-14,2019-02-14,1068.61,12942.62,Baja,2,73,6504.72
POL-009419,CLI-09419,AGE-0065,OBJ-009419,CLI-09419,Vida,Extendida,Personal,Web,2019-09-07,2019-09-07,2020-09-06,754.15,10531.44,Baja,2,62,6466.08
POL-009420,CLI-09420,AGE-0059,OBJ-009420,CLI-09420,Vida,Premium,Personal,Agente,2019-07-10,2019-07-10,2020-07-09,691.41,7842.55,Baja,1,33,6366.14
POL-009421,CLI-09421,AGE-0056,OBJ-009421,CLI-09421,Vida,Básica,Personal,Agente,2017-10-31,2017-10-31,2018-10-31,656.57,10257.86,Activa,2,69,6823.49
POL-009422,CLI-09422,AGE-0030,OBJ-009422,CLI-09422,Vida,Básica,Personal,Call Center,2013-02-13,2013-02-13,2014-02-13,999.16,11911.56,Activa,3,28,9882.15
POL-009423,CLI-09423,AGE-0042,OBJ-009423,CLI-09423,Vida,Premium,Personal,Call Center,2012-04-23,2012-04-23,2013-04-23,4135.48,56933.56,Activa,3,48,2890.67
POL-009424,CLI-09424,AGE-0012,OBJ-009424,CLI-09424,Vida,Básica,Personal,Call Center,2010-03-20,2010-03-20,2011-03-20,1965.72,25254.79,Baja,1,65,11124.3
POL-009425,CLI-09425,AGE-0041,OBJ-009425,CLI-09425,Vida,Extendida,Personal,Call Center,2018-04-12,2018-04-12,2019-04-12,212.96,3746.5,Activa,3,78,8317.61
POL-009426,CLI-09426,AGE-0028,OBJ-009426,CLI-09426,Vida,Premium,Personal,Agente,2021-01-08,2021-01-08,2022-01-08,1458.14,16839.91,Baja,1,108,5006.5
POL-009427,CLI-09427,AGE-0078,OBJ-009427,CLI-09427,Vida,Básica,Personal,Web,2018-10-03,2018-10-03,2019-10-03,3701.59,35656.38,Activa,2,98,11583.59
POL-009428,CLI-09428,AGE-0010,OBJ-009428,CLI-09428,Vida,Extendida,Personal,Web,2018-08-15,2018-08-15,2019-08-15,167.59,2034.02,Activa,4,30,10298.35
POL-009429,CLI-09429,AGE-0028,OBJ-009429,CLI-09429,Vida,Básica,Personal,Call Center,2013-04-10,2013-04-10,2014-04-10,362.82,4559.28,Baja,3,56,7563.84
POL-009430,CLI-09430,AGE-0050,OBJ-009430,CLI-09430,Vida,Básica,Personal,Web,2021-01-18,2021-01-18,2022-01-18,117.5,1457.29,Activa,4,50,10454.98
POL-009431,CLI-09431,AGE-0023,OBJ-009431,CLI-09431,Vida,Premium,Personal,Web,2014-09-08,2014-09-08,2015-09-08,1097.83,18507.05,Activa,4,106,5692.36
POL-009432,CLI-09432,AGE-0067,OBJ-009432,CLI-09432,Vida,Premium,Personal,Call Center,2010-05-02,2010-05-02,2011-05-02,1737.24,19355.03,Activa,4,24,6091.08
POL-009433,CLI-09433,AGE-0076,OBJ-009433,CLI-09433,Vida,Básica,Personal,Agente,2015-01-04,2015-01-04,2016-01-04,3301.88,46168.86,Activa,1,68,14507.97
POL-009434,CLI-09434,AGE-0043,OBJ-009434,CLI-09434,Vida,Premium,Personal,Call Center,2017-01-11,2017-01-11,2018-01-11,765.15,9620.93,Activa,1,62,4953.38
POL-009435,CLI-09435,AGE-0046,OBJ-009435,CLI-09435,Vida,Básica,Personal,Agente,2013-01-05,2013-01-05,2014-01-05,562.79,6150.87,Activa,3,115,8497.03
POL-009436,CLI-09436,AGE-0072,OBJ-009436,CLI-09436,Vida,Básica,Personal,Agente,2013-01-20,2013-01-20,2014-01-20,2065.77,27230.11,Activa,4,109,9039.48
POL-009437,CLI-09437,AGE-0030,OBJ-009437,CLI-09437,Vida,Premium,Personal,Call Center,2015-03-02,2015-03-02,2016-03-01,1129.85,13373.06,Activa,4,108,8366.58
POL-009438,CLI-09438,AGE-0019,OBJ-009438,CLI-09438,Vida,Extendida,Personal,Agente,2015-05-23,2015-05-23,2016-05-22,390.95,4063.43,Activa,3,52,7635.72
POL-009439,CLI-09439,AGE-0068,OBJ-009439,CLI-09439,Vida,Básica,Personal,Agente,2019-04-09,2019-04-09,2020-04-08,1192.21,12536.29,Activa,1,50,14316.57
POL-009440,CLI-09440,AGE-0007,OBJ-009440,CLI-09440,Vida,Extendida,Personal,Agente,2015-05-05,2015-05-05,2016-05-04,1485.03,18891.56,Activa,1,112,2306.03
POL-009441,CLI-09441,AGE-0018,OBJ-009441,CLI-09441,Vida,Premium,Personal,Web,2011-12-10,2011-12-10,2012-12-09,2005.26,22045.93,Activa,4,105,13859.25
POL-009442,CLI-09442,AGE-0077,OBJ-009442,CLI-09442,Vida,Premium,Personal,Web,2018-03-04,2018-03-04,2019-03-04,365.34,4369.28,Activa,3,13,4362.77
POL-009443,CLI-09443,AGE-0028,OBJ-009443,CLI-09443,Vida,Básica,Personal,Agente,2010-01-03,2010-01-03,2011-01-03,923.54,10334.01,Activa,1,100,13059.37
POL-009444,CLI-09444,AGE-0039,OBJ-009444,CLI-09444,Vida,Extendida,Personal,Agente,2017-01-13,2017-01-13,2018-01-13,578.43,8027.62,Activa,2,39,5657.87
POL-009445,CLI-09445,AGE-0043,OBJ-009445,CLI-09445,Vida,Extendida,Personal,Agente,2018-10-26,2018-10-26,2019-10-26,566.77,7745.08,Activa,3,94,9141.98
POL-009446,CLI-09446,AGE-0009,OBJ-009446,CLI-09446,Vida,Extendida,Personal,Agente,2017-01-11,2017-01-11,2018-01-11,152.62,1947.0,Activa,1,119,13186.77
POL-009447,CLI-09447,AGE-0028,OBJ-009447,CLI-09447,Vida,Premium,Personal,Call Center,2012-10-12,2012-10-12,2013-10-12,3547.87,34595.88,Activa,2,60,11815.26
POL-009448,CLI-09448,AGE-0017,OBJ-009448,CLI-09448,Vida,Básica,Personal,Call Center,2013-04-05,2013-04-05,2014-04-05,741.56,8765.31,Baja,2,92,6191.03
POL-009449,CLI-09449,AGE-0026,OBJ-009449,CLI-09449,Vida,Extendida,Personal,Web,2014-02-15,2014-02-15,2015-02-15,3229.16,37924.1,Activa,3,63,6693.91
POL-009450,CLI-09450,AGE-0027,OBJ-009450,CLI-09450,Vida,Extendida,Personal,Call Center,2010-09-07,2010-09-07,2011-09-07,662.98,10358.84,Activa,3,52,11024.72
POL-009451,CLI-09451,AGE-0062,OBJ-009451,CLI-09451,Vida,Básica,Personal,Agente,2011-05-20,2011-05-20,2012-05-19,756.92,7234.21,Activa,1,111,9791.16
POL-009452,CLI-09452,AGE-0046,OBJ-009452,CLI-09452,Vida,Premium,Personal,Web,2012-05-06,2012-05-06,2013-05-06,757.34,10593.48,Activa,1,36,4483.37
POL-009453,CLI-09453,AGE-0015,OBJ-009453,CLI-09453,Vida,Premium,Personal,Call Center,2016-11-18,2016-11-18,2017-11-18,652.07,7207.53,Baja,4,81,10244.31
POL-009454,CLI-09454,AGE-0008,OBJ-009454,CLI-09454,Vida,Básica,Personal,Agente,2010-11-21,2010-11-21,2011-11-21,316.91,5095.47,Activa,2,74,7743.94
POL-009455,CLI-09455,AGE-0040,OBJ-009455,CLI-09455,Vida,Extendida,Personal,Call Center,2012-12-01,2012-12-01,2013-12-01,444.69,4280.41,Activa,4,72,7954.3
POL-009456,CLI-09456,AGE-0040,OBJ-009456,CLI-09456,Vida,Extendida,Personal,Web,2020-07-27,2020-07-27,2021-07-27,1938.16,24021.16,Baja,1,39,7315.02
POL-009457,CLI-09457,AGE-0011,OBJ-009457,CLI-09457,Vida,Básica,Personal,Web,2020-01-17,2020-01-17,2021-01-16,3019.92,32970.67,Activa,3,107,11736.35
POL-009458,CLI-09458,AGE-0012,OBJ-009458,CLI-09458,Vida,Premium,Personal,Web,2018-02-22,2018-02-22,2019-02-22,1003.39,12695.65,Activa,2,62,6100.81
POL-009459,CLI-09459,AGE-0021,OBJ-009459,CLI-09459,Vida,Extendida,Personal,Agente,2010-02-20,2010-02-20,2011-02-20,285.22,3393.07,Activa,3,113,6734.9
POL-009460,CLI-09460,AGE-0013,OBJ-009460,CLI-09460,Vida,Premium,Personal,Web,2016-08-28,2016-08-28,2017-08-28,528.05,6982.06,Baja,4,26,10735.57
POL-009461,CLI-09461,AGE-0052,OBJ-009461,CLI-09461,Vida,Premium,Personal,Call Center,2011-11-15,2011-11-15,2012-11-14,294.28,2973.36,Baja,3,105,5494.07
POL-009462,CLI-09462,AGE-0011,OBJ-009462,CLI-09462,Vida,Premium,Personal,Agente,2019-10-07,2019-10-07,2020-10-06,3517.84,37419.28,Activa,1,101,4932.47
POL-009463,CLI-09463,AGE-0005,OBJ-009463,CLI-09463,Vida,Premium,Personal,Web,2011-07-06,2011-07-06,2012-07-05,4525.91,52870.46,Activa,3,39,6410.9
POL-009464,CLI-09464,AGE-0007,OBJ-009464,CLI-09464,Vida,Premium,Personal,Web,2020-06-24,2020-06-24,2021-06-24,774.69,9251.6,Baja,4,28,2117.3
POL-009465,CLI-09465,AGE-0041,OBJ-009465,CLI-09465,Vida,Básica,Personal,Call Center,2012-02-22,2012-02-22,2013-02-21,3994.12,50398.82,Activa,3,113,4458.87
POL-009466,CLI-09466,AGE-0036,OBJ-009466,CLI-09466,Vida,Extendida,Personal,Call Center,2017-07-24,2017-07-24,2018-07-24,1873.72,26338.68,Baja,1,12,8000.55
POL-009467,CLI-09467,AGE-0019,OBJ-009467,CLI-09467,Vida,Extendida,Personal,Call Center,2018-05-15,2018-05-15,2019-05-15,1006.99,15002.61,Activa,4,14,11100.0
POL-009468,CLI-09468,AGE-0006,OBJ-009468,CLI-09468,Vida,Premium,Personal,Web,2014-11-21,2014-11-21,2015-11-21,942.4,11201.93,Baja,1,32,10803.85
POL-009469,CLI-09469,AGE-0078,OBJ-009469,CLI-09469,Vida,Básica,Personal,Web,2019-07-19,2019-07-19,2020-07-18,1556.2,19033.63,Activa,2,76,6599.86
POL-009470,CLI-09470,AGE-0053,OBJ-009470,CLI-09470,Vida,Premium,Personal,Call Center,2019-10-16,2019-10-16,2020-10-15,931.13,13411.89,Activa,1,107,9579.67
POL-009471,CLI-09471,AGE-0004,OBJ-009471,CLI-09471,Vida,Premium,Personal,Web,2022-03-05,2022-03-05,2023-03-05,940.07,11459.09,Activa,3,2,2459.94
POL-009472,CLI-09472,AGE-0058,OBJ-009472,CLI-09472,Vida,Premium,Personal,Call Center,2018-12-08,2018-12-08,2019-12-08,1096.76,15858.09,Activa,2,83,7323.52
POL-009473,CLI-09473,AGE-0028,OBJ-009473,CLI-09473,Vida,Premium,Personal,Call Center,2015-10-16,2015-10-16,2016-10-15,3606.93,45840.75,Activa,4,53,9836.07
POL-009474,CLI-09474,AGE-0036,OBJ-009474,CLI-09474,Vida,Premium,Personal,Call Center,2011-12-05,2011-12-05,2012-12-04,597.19,8757.43,Activa,1,45,13985.83
POL-009475,CLI-09475,AGE-0067,OBJ-009475,CLI-09475,Vida,Premium,Personal,Call Center,2011-07-14,2011-07-14,2012-07-13,1331.18,16540.14,Activa,3,118,6060.81
POL-009476,CLI-09476,AGE-0048,OBJ-009476,CLI-09476,Vida,Premium,Personal,Web,2021-12-07,2021-12-07,2022-12-07,1134.45,11767.85,Activa,4,81,4249.82
POL-009477,CLI-09477,AGE-0010,OBJ-009477,CLI-09477,Vida,Básica,Personal,Agente,2022-01-20,2022-01-20,2023-01-20,988.9,11523.61,Activa,4,9,14855.45
POL-009478,CLI-09478,AGE-0039,OBJ-009478,CLI-09478,Vida,Premium,Personal,Web,2013-04-20,2013-04-20,2014-04-20,1295.62,16302.2,Activa,1,49,4724.49
POL-009479,CLI-09479,AGE-0075,OBJ-009479,CLI-09479,Vida,Básica,Personal,Call Center,2010-02-21,2010-02-21,2011-02-21,900.77,9743.31,Activa,3,48,11730.6
POL-009480,CLI-09480,AGE-0046,OBJ-009480,CLI-09480,Vida,Básica,Personal,Agente,2016-01-13,2016-01-13,2017-01-12,548.35,5062.07,Activa,1,53,14765.98
POL-009481,CLI-09481,AGE-0064,OBJ-009481,CLI-09481,Vida,Premium,Personal,Web,2018-09-23,2018-09-23,2019-09-23,474.85,4840.08,Activa,1,66,14789.19
POL-009482,CLI-09482,AGE-0080,OBJ-009482,CLI-09482,Vida,Extendida,Personal,Web,2016-05-29,2016-05-29,2017-05-29,711.2,9534.83,Baja,3,58,10442.05
POL-009483,CLI-09483,AGE-0080,OBJ-009483,CLI-09483,Vida,Premium,Personal,Web,2017-06-23,2017-06-23,2018-06-23,539.33,4927.56,Activa,4,4,5289.94
POL-009484,CLI-09484,AGE-0025,OBJ-009484,CLI-09484,Vida,Extendida,Personal,Call Center,2013-06-12,2013-06-12,2014-06-12,127.09,1960.03,Baja,4,65,5341.78
POL-009485,CLI-09485,AGE-0068,OBJ-009485,CLI-09485,Vida,Extendida,Personal,Web,2010-01-14,2010-01-14,2011-01-14,1049.64,11144.86,Activa,1,43,2723.35
POL-009486,CLI-09486,AGE-0016,OBJ-009486,CLI-09486,Vida,Premium,Personal,Agente,2012-07-19,2012-07-19,2013-07-19,644.5,10534.65,Activa,2,69,4353.36
POL-009487,CLI-09487,AGE-0011,OBJ-009487,CLI-09487,Vida,Extendida,Personal,Agente,2013-12-19,2013-12-19,2014-12-19,294.82,3596.63,Baja,2,46,8449.52
POL-009488,CLI-09488,AGE-0035,OBJ-009488,CLI-09488,Vida,Extendida,Personal,Call Center,2014-02-11,2014-02-11,2015-02-11,1019.89,10431.38,Activa,1,113,14657.75
POL-009489,CLI-09489,AGE-0016,OBJ-009489,CLI-09489,Vida,Básica,Personal,Web,2021-01-24,2021-01-24,2022-01-24,1315.08,12549.0,Activa,3,23,4774.66
POL-009490,CLI-09490,AGE-0002,OBJ-009490,CLI-09490,Vida,Extendida,Personal,Agente,2017-02-22,2017-02-22,2018-02-22,2358.78,21191.02,Activa,3,100,9340.14
POL-009491,CLI-09491,AGE-0030,OBJ-009491,CLI-09491,Vida,Premium,Personal,Agente,2023-03-16,2023-03-16,2024-03-15,668.32,8355.45,Baja,1,38,10212.97
POL-009492,CLI-09492,AGE-0038,OBJ-009492,CLI-09492,Vida,Premium,Personal,Call Center,2017-01-06,2017-01-06,2018-01-06,794.83,9889.62,Activa,2,115,3857.77
POL-009493,CLI-09493,AGE-0045,OBJ-009493,CLI-09493,Vida,Básica,Personal,Call Center,2018-07-31,2018-07-31,2019-07-31,125.03,2093.48,Activa,2,40,7660.84
POL-009494,CLI-09494,AGE-0066,OBJ-009494,CLI-09494,Vida,Premium,Personal,Web,2022-09-17,2022-09-17,2023-09-17,147.79,1482.15,Activa,4,24,7213.87
POL-009495,CLI-09495,AGE-0005,OBJ-009495,CLI-09495,Vida,Premium,Personal,Agente,2021-12-20,2021-12-20,2022-12-20,968.33,11591.99,Baja,1,14,4454.28
POL-009496,CLI-09496,AGE-0008,OBJ-009496,CLI-09496,Vida,Premium,Personal,Call Center,2013-08-19,2013-08-19,2014-08-19,392.57,4828.81,Activa,3,56,3484.13
POL-009497,CLI-09497,AGE-0023,OBJ-009497,CLI-09497,Vida,Extendida,Personal,Web,2019-07-31,2019-07-31,2020-07-30,992.56,12659.41,Activa,4,80,9546.58
POL-009498,CLI-09498,AGE-0026,OBJ-009498,CLI-09498,Vida,Extendida,Personal,Web,2012-07-24,2012-07-24,2013-07-24,256.38,2191.56,Baja,3,11,5159.41
POL-009499,CLI-09499,AGE-0044,OBJ-009499,CLI-09499,Vida,Básica,Personal,Call Center,2019-02-03,2019-02-03,2020-02-03,266.36,3129.43,Activa,2,16,2304.38
POL-009500,CLI-09500,AGE-0065,OBJ-009500,CLI-09500,Vida,Básica,Personal,Web,2020-05-08,2020-05-08,2021-05-08,976.76,9444.17,Activa,4,75,3405.38
POL-009501,CLI-09501,AGE-0063,OBJ-009501,CLI-09501,Vida,Extendida,Personal,Call Center,2014-03-25,2014-03-25,2015-03-25,1112.84,14819.29,Activa,2,119,14542.75
POL-009502,CLI-09502,AGE-0041,OBJ-009502,CLI-09502,Vida,Premium,Personal,Web,2023-02-02,2023-02-02,2024-02-02,790.11,8423.17,Activa,3,8,6313.09
POL-009503,CLI-09503,AGE-0050,OBJ-009503,CLI-09503,Vida,Extendida,Personal,Agente,2022-02-15,2022-02-15,2023-02-15,622.31,9603.93,Activa,4,53,4099.15
POL-009504,CLI-09504,AGE-0072,OBJ-009504,CLI-09504,Vida,Básica,Personal,Web,2020-07-13,2020-07-13,2021-07-13,245.86,3705.38,Activa,4,87,13804.26
POL-009505,CLI-09505,AGE-0012,OBJ-009505,CLI-09505,Vida,Premium,Personal,Call Center,2019-10-13,2019-10-13,2020-10-12,1220.07,12921.63,Baja,2,102,14067.78
POL-009506,CLI-09506,AGE-0003,OBJ-009506,CLI-09506,Vida,Extendida,Personal,Agente,2017-09-19,2017-09-19,2018-09-19,892.04,14240.61,Activa,4,46,5237.61
POL-009507,CLI-09507,AGE-0077,OBJ-009507,CLI-09507,Vida,Básica,Personal,Web,2020-11-11,2020-11-11,2021-11-11,733.52,7357.53,Activa,1,115,13255.68
POL-009508,CLI-09508,AGE-0059,OBJ-009508,CLI-09508,Vida,Básica,Personal,Web,2014-07-18,2014-07-18,2015-07-18,2627.55,29929.91,Activa,3,117,14063.45
POL-009509,CLI-09509,AGE-0018,OBJ-009509,CLI-09509,Vida,Extendida,Personal,Call Center,2020-02-04,2020-02-04,2021-02-03,129.57,1327.49,Activa,3,103,7472.84
POL-009510,CLI-09510,AGE-0034,OBJ-009510,CLI-09510,Vida,Extendida,Personal,Web,2010-03-16,2010-03-16,2011-03-16,1319.06,15959.08,Activa,2,33,10893.28
POL-009511,CLI-09511,AGE-0047,OBJ-009511,CLI-09511,Vida,Extendida,Personal,Call Center,2020-03-13,2020-03-13,2021-03-13,1634.09,18479.74,Activa,4,14,5840.07
POL-009512,CLI-09512,AGE-0068,OBJ-009512,CLI-09512,Vida,Extendida,Personal,Agente,2012-03-22,2012-03-22,2013-03-22,3431.69,39831.91,Activa,2,93,7675.42
POL-009513,CLI-09513,AGE-0046,OBJ-009513,CLI-09513,Vida,Premium,Personal,Agente,2015-10-08,2015-10-08,2016-10-07,1590.74,16377.55,Activa,1,6,10680.19
POL-009514,CLI-09514,AGE-0054,OBJ-009514,CLI-09514,Vida,Extendida,Personal,Call Center,2014-02-04,2014-02-04,2015-02-04,2580.2,28207.57,Activa,4,65,8376.12
POL-009515,CLI-09515,AGE-0061,OBJ-009515,CLI-09515,Vida,Básica,Personal,Call Center,2022-10-25,2022-10-25,2023-10-25,1062.01,14791.69,Activa,2,118,11730.24
POL-009516,CLI-09516,AGE-0051,OBJ-009516,CLI-09516,Vida,Extendida,Personal,Web,2012-05-05,2012-05-05,2013-05-05,3470.15,37590.85,Activa,4,72,8461.48
POL-009517,CLI-09517,AGE-0072,OBJ-009517,CLI-09517,Vida,Básica,Personal,Web,2019-10-23,2019-10-23,2020-10-22,1918.8,23967.54,Activa,1,69,3708.61
POL-009518,CLI-09518,AGE-0051,OBJ-009518,CLI-09518,Vida,Básica,Personal,Call Center,2011-12-12,2011-12-12,2012-12-11,414.42,5512.27,Activa,2,14,11270.67
POL-009519,CLI-09519,AGE-0051,OBJ-009519,CLI-09519,Vida,Premium,Personal,Agente,2023-03-21,2023-03-21,2024-03-20,823.47,9171.48,Activa,4,13,9917.98
POL-009520,CLI-09520,AGE-0048,OBJ-009520,CLI-09520,Vida,Extendida,Personal,Call Center,2016-04-27,2016-04-27,2017-04-27,100.64,1258.52,Activa,4,4,9790.23
