id_objeto,tipo_objeto,descripcion,valor_asegurado,localidad,provincia,marca,modelo,año_fabricacion,año_construccion,superficie_m2,valor_inmueble
OBJ-009999,Persona,"Asegurado no fumador, 0 dependientes",576831.6,Posadas,CABA,,,,,,
OBJ-010000,Persona,"Asegurado no fumador, 2 dependientes",419539.04,Venado Tuerto,Córdoba,,,,,,
OBJ-010001,Persona,"Asegurado no fumador, 0 dependientes",123638.89,Reconquista,Córdoba,,,,,,
OBJ-010002,Persona,"Asegurado no fumador, 1 dependientes",1164915.47,Concepción del Uruguay,Entre Ríos,,,,,,
OBJ-010003,Persona,"Asegurado no fumador, 0 dependientes",1365819.17,Concordia,CABA,,,,,,
OBJ-010004,Persona,"Asegurado no fumador, 3 dependientes",646136.83,San Miguel de Tucumán,Santa Fe,,,,,,
OBJ-010005,Persona,"Asegurado no fumador, 0 dependientes",716937.22,Gualeguaychú,Santa Fe,,,,,,
OBJ-010006,Persona,"Asegurado no fumador, 1 dependientes",252364.76,Presidencia Roque Sáenz Peña,Buenos Aires,,,,,,
OBJ-010007,Persona,"Asegurado no fumador, 0 dependientes",888389.21,Reconquista,Entre Ríos,,,,,,
OBJ-010008,Persona,"Asegurado no fumador, 1 dependientes",704857.02,Apóstoles,Santa Fe,,,,,,
OBJ-010009,Persona,"Asegurado no fumador, 3 dependientes",446318.92,Mendoza,Entre Ríos,,,,,,
OBJ-010010,Persona,"Asegurado no fumador, 0 dependientes",212602.06,Charata,Misiones,,,,,,
OBJ-010011,Persona,"Asegurado no fumador, 1 dependientes",2627235.43,San Ramón de la Nueva Orán,Santa Fe,,,,,,
OBJ-010012,Persona,"Asegurado no fumador, 5 dependientes",399865.01,Oberá,Salta,,,,,,
OBJ-010013,Persona,"Asegurado no fumador, 1 dependientes",612721.31,Tartagal,Santa Fe,,,,,,
OBJ-010014,Persona,"Asegurado no fumador, 2 dependientes",739062.6,Mar del Plata,Mendoza,,,,,,
OBJ-010015,Persona,"Asegurado no fumador, 3 dependientes",472989.17,Maipú,Entre Ríos,,,,,,
OBJ-010016,Persona,"Asegurado no fumador, 1 dependientes",354344.19,Mar del Plata,Entre Ríos,,,,,,
OBJ-010017,Persona,"Asegurado no fumador, 0 dependientes",227007.87,Lomas de Zamora,Entre Ríos,,,,,,
OBJ-010018,Persona,"Asegurado fumador, 3 dependientes",2471624.3,Posadas,Santa Fe,,,,,,
OBJ-010019,Persona,"Asegurado no fumador, 4 dependientes",504878.45,San Rafael,Buenos Aires,,,,,,
OBJ-010020,Persona,"Asegurado fumador, 1 dependientes",1841902.79,Mar del Plata,Tucumán,,,,,,
OBJ-010021,Persona,"Asegurado fumador, 0 dependientes",3374718.84,Yerba Buena,Mendoza,,,,,,
OBJ-010022,Persona,"Asegurado no fumador, 0 dependientes",642745.63,San Ramón de la Nueva Orán,Córdoba,,,,,,
OBJ-010023,Persona,"Asegurado no fumador, 0 dependientes",92757.73,Lomas de Zamora,Chaco,,,,,,
OBJ-010024,Persona,"Asegurado no fumador, 1 dependientes",739550.8,Córdoba,Misiones,,,,,,
OBJ-010025,Persona,"Asegurado fumador, 0 dependientes",3266238.94,Mar del Plata,Córdoba,,,,,,
OBJ-010026,Persona,"Asegurado no fumador, 4 dependientes",678230.77,Palermo,CABA,,,,,,
OBJ-010027,Persona,"Asegurado no fumador, 0 dependientes",1405923.14,Reconquista,Misiones,,,,,,
OBJ-010028,Persona,"Asegurado fumador, 2 dependientes",2427407.9,Tartagal,Chaco,,,,,,
OBJ-010029,Persona,"Asegurado no fumador, 0 dependientes",1547132.92,San Ramón de la Nueva Orán,Córdoba,,,,,,
OBJ-010030,Persona,"Asegurado no fumador, 0 dependientes",1445448.09,Rosario,Chaco,,,,,,
OBJ-010031,Persona,"Asegurado fumador, 2 dependientes",1197240.19,Villa Carlos Paz,Salta,,,,,,
OBJ-010032,Persona,"Asegurado no fumador, 1 dependientes",204449.68,Concepción,Tucumán,,,,,,
OBJ-010033,Persona,"Asegurado no fumador, 0 dependientes",117981.55,Oberá,Entre Ríos,,,,,,
OBJ-010034,Persona,"Asegurado no fumador, 0 dependientes",244470.52,Yerba Buena,Chaco,,,,,,
OBJ-010035,Persona,"Asegurado no fumador, 0 dependientes",1093235.64,Charata,Entre Ríos,,,,,,
OBJ-010036,Persona,"Asegurado fumador, 0 dependientes",5704744.41,Rafaela,Salta,,,,,,
OBJ-010037,Persona,"Asegurado no fumador, 3 dependientes",481668.99,Barranqueras,Chaco,,,,,,
OBJ-010038,Persona,"Asegurado no fumador, 0 dependientes",485690.49,Tafí Viejo,CABA,,,,,,
OBJ-010039,Persona,"Asegurado no fumador, 0 dependientes",1890907.39,Maipú,Chaco,,,,,,
OBJ-010040,Persona,"Asegurado no fumador, 2 dependientes",587168.61,Charata,Santa Fe,,,,,,
OBJ-010041,Persona,"Asegurado no fumador, 3 dependientes",507523.26,Barranqueras,Misiones,,,,,,
OBJ-010042,Persona,"Asegurado no fumador, 1 dependientes",538934.88,Mar del Plata,Misiones,,,,,,
OBJ-010043,Persona,"Asegurado no fumador, 3 dependientes",1318179.84,Maipú,Córdoba,,,,,,
OBJ-010044,Persona,"Asegurado fumador, 0 dependientes",1779894.98,Famailla,Mendoza,,,,,,
OBJ-010045,Persona,"Asegurado no fumador, 1 dependientes",338515.16,Palermo,Mendoza,,,,,,
OBJ-010046,Persona,"Asegurado fumador, 0 dependientes",4166233.14,Eldorado,Salta,,,,,,
OBJ-010047,Persona,"Asegurado no fumador, 3 dependientes",891854.6,Colón,Buenos Aires,,,,,,
OBJ-010048,Persona,"Asegurado no fumador, 1 dependientes",1005948.59,Luján de Cuyo,CABA,,,,,,
OBJ-010049,Persona,"Asegurado no fumador, 2 dependientes",676201.02,Resistencia,Córdoba,,,,,,
OBJ-010050,Persona,"Asegurado no fumador, 0 dependientes",269589.79,Recoleta,CABA,,,,,,
OBJ-010051,Persona,"Asegurado fumador, 0 dependientes",2249273.33,Mendoza,Entre Ríos,,,,,,
OBJ-010052,Persona,"Asegurado fumador, 0 dependientes",4023147.0,Bell Ville,Mendoza,,,,,,
OBJ-010053,Persona,"Asegurado no fumador, 0 dependientes",1373429.57,Oberá,CABA,,,,,,
OBJ-010054,Persona,"Asegurado no fumador, 1 dependientes",537247.49,La Plata,Entre Ríos,,,,,,
OBJ-010055,Persona,"Asegurado no fumador, 0 dependientes",1575657.22,Yerba Buena,Santa Fe,,,,,,
OBJ-010056,Persona,"Asegurado no fumador, 0 dependientes",1340091.66,Santa Fe,Chaco,,,,,,
OBJ-010057,Persona,"Asegurado no fumador, 1 dependientes",690176.09,Apóstoles,CABA,,,,,,
OBJ-010058,Persona,"Asegurado no fumador, 0 dependientes",336916.84,Lanús,Salta,,,,,,
OBJ-010059,Persona,"Asegurado no fumador, 0 dependientes",357526.14,Eldorado,Santa Fe,,,,,,
OBJ-010060,Persona,"Asegurado no fumador, 2 dependientes",3200102.75,Villa Carlos Paz,Buenos Aires,,,,,,
OBJ-010061,Persona,"Asegurado no fumador, 2 dependientes",203467.01,Concepción,Mendoza,,,,,,
OBJ-010062,Persona,"Asegurado no fumador, 1 dependientes",647736.2,Belgrano,Entre Ríos,,,,,,
OBJ-010063,Persona,"Asegurado no fumador, 0 dependientes",1765201.52,Concepción del Uruguay,Salta,,,,,,
OBJ-010064,Persona,"Asegurado no fumador, 1 dependientes",780002.51,Palermo,Tucumán,,,,,,
OBJ-010065,Persona,"Asegurado no fumador, 1 dependientes",164697.49,Venado Tuerto,Salta,,,,,,
OBJ-010066,Persona,"Asegurado no fumador, 1 dependientes",539426.81,Rosario,Salta,,,,,,
OBJ-010067,Persona,"Asegurado no fumador, 5 dependientes",982259.8,Belgrano,Santa Fe,,,,,,
OBJ-010068,Persona,"Asegurado no fumador, 0 dependientes",777110.17,Rafaela,Salta,,,,,,
OBJ-010069,Persona,"Asegurado no fumador, 2 dependientes",339192.07,Recoleta,Mendoza,,,,,,
OBJ-010070,Persona,"Asegurado no fumador, 0 dependientes",1153657.95,Belgrano,Mendoza,,,,,,
OBJ-010071,Persona,"Asegurado no fumador, 2 dependientes",1711403.12,Bell Ville,Santa Fe,,,,,,
OBJ-010072,Persona,"Asegurado no fumador, 5 dependientes",848441.0,Presidencia Roque Sáenz Peña,Mendoza,,,,,,
OBJ-010073,Persona,"Asegurado no fumador, 2 dependientes",127232.38,Maipú,Entre Ríos,,,,,,
OBJ-010074,Persona,"Asegurado no fumador, 0 dependientes",1351222.79,Colón,Santa Fe,,,,,,
OBJ-010075,Persona,"Asegurado no fumador, 0 dependientes",155194.18,Lanús,Córdoba,,,,,,
OBJ-010076,Persona,"Asegurado no fumador, 1 dependientes",996058.27,Mendoza,Misiones,,,,,,
OBJ-010077,Persona,"Asegurado no fumador, 0 dependientes",251214.39,Presidencia Roque Sáenz Peña,Salta,,,,,,
OBJ-010078,Persona,"Asegurado no fumador, 0 dependientes",175763.61,Eldorado,Entre Ríos,,,,,,
OBJ-010079,Persona,"Asegurado no fumador, 0 dependientes",808545.17,Rosario de la Frontera,Salta,,,,,,
OBJ-010080,Persona,"Asegurado no fumador, 1 dependientes",884186.61,Venado Tuerto,Misiones,,,,,,
OBJ-010081,Persona,"Asegurado no fumador, 2 dependientes",439472.53,Posadas,CABA,,,,,,
OBJ-010082,Persona,"Asegurado fumador, 1 dependientes",3839136.34,Palermo,Tucumán,,,,,,
OBJ-010083,Persona,"Asegurado no fumador, 0 dependientes",422251.03,Caballito,Salta,,,,,,
OBJ-010084,Persona,"Asegurado fumador, 3 dependientes",1360499.74,Oberá,CABA,,,,,,
OBJ-010085,Persona,"Asegurado no fumador, 0 dependientes",1490465.1,Rafaela,Córdoba,,,,,,
OBJ-010086,Persona,"Asegurado fumador, 2 dependientes",5288507.78,Barranqueras,Salta,,,,,,
OBJ-010087,Persona,"Asegurado no fumador, 1 dependientes",341641.16,Concepción del Uruguay,Chaco,,,,,,
OBJ-010088,Persona,"Asegurado fumador, 2 dependientes",3566079.46,Mar del Plata,Buenos Aires,,,,,,
OBJ-010089,Persona,"Asegurado fumador, 1 dependientes",1129675.67,Eldorado,Buenos Aires,,,,,,
OBJ-010090,Persona,"Asegurado no fumador, 1 dependientes",368375.9,Concordia,Buenos Aires,,,,,,
OBJ-010091,Persona,"Asegurado fumador, 1 dependientes",4705049.79,Famailla,Entre Ríos,,,,,,
OBJ-010092,Persona,"Asegurado no fumador, 1 dependientes",1196444.1,Caballito,Santa Fe,,,,,,
OBJ-010093,Persona,"Asegurado fumador, 1 dependientes",4631161.09,Rosario de la Frontera,CABA,,,,,,
OBJ-010094,Persona,"Asegurado no fumador, 1 dependientes",4048565.51,Caballito,Chaco,,,,,,
OBJ-010095,Persona,"Asegurado no fumador, 1 dependientes",319745.99,Córdoba,Mendoza,,,,,,
OBJ-010096,Persona,"Asegurado no fumador, 0 dependientes",488029.54,Godoy Cruz,Mendoza,,,,,,
OBJ-010097,Persona,"Asegurado no fumador, 1 dependientes",1310033.78,Gualeguaychú,CABA,,,,,,
OBJ-010098,Persona,"Asegurado no fumador, 3 dependientes",676655.01,Villa Ángela,Mendoza,,,,,,
OBJ-010099,Persona,"Asegurado no fumador, 2 dependientes",2430095.18,Rosario de la Frontera,Chaco,,,,,,
OBJ-010100,Persona,"Asegurado no fumador, 1 dependientes",610305.93,Maipú,Mendoza,,,,,,
OBJ-010101,Persona,"Asegurado fumador, 2 dependientes",2626618.86,Yerba Buena,Tucumán,,,,,,
OBJ-010102,Persona,"Asegurado no fumador, 1 dependientes",498370.59,Concordia,Mendoza,,,,,,
OBJ-010103,Persona,"Asegurado no fumador, 2 dependientes",346040.82,Tartagal,CABA,,,,,,
OBJ-010104,Persona,"Asegurado no fumador, 5 dependientes",999123.73,Belgrano,Mendoza,,,,,,
OBJ-010105,Persona,"Asegurado no fumador, 3 dependientes",751343.87,Posadas,Santa Fe,,,,,,
OBJ-010106,Persona,"Asegurado no fumador, 0 dependientes",325862.98,Flores,Buenos Aires,,,,,,
OBJ-010107,Persona,"Asegurado no fumador, 0 dependientes",246752.64,Alta Gracia,Tucumán,,,,,,
OBJ-010108,Persona,"Asegurado no fumador, 0 dependientes",93246.01,Mendoza,Santa Fe,,,,,,
OBJ-010109,Persona,"Asegurado no fumador, 0 dependientes",323114.23,Eldorado,Buenos Aires,,,,,,
OBJ-010110,Persona,"Asegurado fumador, 0 dependientes",1984407.33,Villa Ángela,Córdoba,,,,,,
OBJ-010111,Persona,"Asegurado no fumador, 0 dependientes",513179.4,Concordia,Santa Fe,,,,,,
OBJ-010112,Persona,"Asegurado no fumador, 1 dependientes",331122.03,Córdoba,Buenos Aires,,,,,,
OBJ-010113,Persona,"Asegurado no fumador, 3 dependientes",922483.58,Orán,Córdoba,,,,,,
OBJ-010114,Persona,"Asegurado no fumador, 0 dependientes",706056.06,Concordia,Tucumán,,,,,,
OBJ-010115,Persona,"Asegurado no fumador, 1 dependientes",1438208.78,Lanús,Salta,,,,,,
OBJ-010116,Persona,"Asegurado no fumador, 0 dependientes",342624.92,Paraná,Salta,,,,,,
OBJ-010117,Persona,"Asegurado fumador, 3 dependientes",2742186.73,Rafaela,Mendoza,,,,,,
OBJ-010118,Persona,"Asegurado no fumador, 1 dependientes",1241934.43,Maipú,Chaco,,,,,,
OBJ-010119,Persona,"Asegurado no fumador, 5 dependientes",717452.43,Presidencia Roque Sáenz Peña,Misiones,,,,,,
OBJ-010120,Persona,"Asegurado no fumador, 1 dependientes",393011.39,Paraná,Misiones,,,,,,
OBJ-010121,Persona,"Asegurado no fumador, 3 dependientes",493522.22,Apóstoles,Misiones,,,,,,
OBJ-010122,Persona,"Asegurado no fumador, 1 dependientes",4039509.58,Concepción del Uruguay,Buenos Aires,,,,,,
OBJ-010123,Persona,"Asegurado no fumador, 0 dependientes",499149.64,Tartagal,Córdoba,,,,,,
OBJ-010124,Persona,"Asegurado fumador, 0 dependientes",1620361.99,Villa Carlos Paz,Entre Ríos,,,,,,
OBJ-010125,Persona,"Asegurado no fumador, 1 dependientes",233740.12,Rafaela,CABA,,,,,,
OBJ-010126,Persona,"Asegurado no fumador, 2 dependientes",985382.92,Villa Carlos Paz,Tucumán,,,,,,
OBJ-010127,Persona,"Asegurado no fumador, 2 dependientes",1305419.28,Godoy Cruz,Santa Fe,,,,,,
OBJ-010128,Persona,"Asegurado no fumador, 1 dependientes",374848.89,Lanús,Salta,,,,,,
OBJ-010129,Persona,"Asegurado fumador, 3 dependientes",1221177.36,Oberá,CABA,,,,,,
OBJ-010130,Persona,"Asegurado no fumador, 3 dependientes",746321.15,Alta Gracia,Misiones,,,,,,
OBJ-010131,Persona,"Asegurado no fumador, 3 dependientes",764408.8,Alta Gracia,Buenos Aires,,,,,,
OBJ-010132,Persona,"Asegurado no fumador, 0 dependientes",2058415.05,Apóstoles,Tucumán,,,,,,
OBJ-010133,Persona,"Asegurado no fumador, 3 dependientes",933432.84,Córdoba,Santa Fe,,,,,,
OBJ-010134,Persona,"Asegurado no fumador, 0 dependientes",485632.95,Posadas,Salta,,,,,,
OBJ-010135,Persona,"Asegurado fumador, 2 dependientes",946546.21,Rosario,Entre Ríos,,,,,,
OBJ-010136,Persona,"Asegurado fumador, 0 dependientes",2658020.33,Alta Gracia,Mendoza,,,,,,
OBJ-010137,Persona,"Asegurado no fumador, 0 dependientes",154875.3,Charata,Misiones,,,,,,
OBJ-010138,Persona,"Asegurado no fumador, 0 dependientes",2208348.11,Rosario de la Frontera,Misiones,,,,,,
OBJ-010139,Persona,"Asegurado no fumador, 1 dependientes",634695.99,Luján de Cuyo,Mendoza,,,,,,
OBJ-010140,Persona,"Asegurado no fumador, 2 dependientes",296550.38,Tartagal,Tucumán,,,,,,
OBJ-010141,Persona,"Asegurado no fumador, 2 dependientes",540942.31,Mendoza,CABA,,,,,,
OBJ-010142,Persona,"Asegurado fumador, 3 dependientes",2642064.6,Concepción,Salta,,,,,,
OBJ-010143,Persona,"Asegurado no fumador, 2 dependientes",1971138.54,Salta,Buenos Aires,,,,,,
OBJ-010144,Persona,"Asegurado no fumador, 1 dependientes",1048309.38,Bell Ville,Misiones,,,,,,
OBJ-010145,Persona,"Asegurado no fumador, 0 dependientes",608076.16,Rosario de la Frontera,Buenos Aires,,,,,,
OBJ-010146,Persona,"Asegurado fumador, 2 dependientes",2073514.34,Rosario de la Frontera,Tucumán,,,,,,
OBJ-010147,Persona,"Asegurado no fumador, 4 dependientes",3022169.3,Yerba Buena,Santa Fe,,,,,,
OBJ-010148,Persona,"Asegurado no fumador, 1 dependientes",1155054.4,Tafí Viejo,Tucumán,,,,,,
OBJ-010149,Persona,"Asegurado no fumador, 0 dependientes",761201.78,Salta,Tucumán,,,,,,
OBJ-010150,Persona,"Asegurado no fumador, 0 dependientes",1306112.69,Alta Gracia,Misiones,,,,,,
OBJ-010151,Persona,"Asegurado no fumador, 1 dependientes",385341.47,Quilmes,Salta,,,,,,
OBJ-010152,Persona,"Asegurado no fumador, 2 dependientes",252797.35,Lomas de Zamora,Salta,,,,,,
OBJ-010153,Persona,"Asegurado no fumador, 3 dependientes",1309410.21,Venado Tuerto,Buenos Aires,,,,,,
OBJ-010154,Persona,"Asegurado no fumador, 2 dependientes",1738892.17,San Miguel de Tucumán,Salta,,,,,,
OBJ-010155,Persona,"Asegurado no fumador, 0 dependientes",641260.33,Venado Tuerto,Santa Fe,,,,,,
OBJ-010156,Persona,"Asegurado fumador, 3 dependientes",4142581.49,Villa Carlos Paz,Mendoza,,,,,,
OBJ-010157,Persona,"Asegurado fumador, 1 dependientes",2877986.5,Resistencia,Buenos Aires,,,,,,
OBJ-010158,Persona,"Asegurado no fumador, 1 dependientes",85984.63,Maipú,Salta,,,,,,
OBJ-010159,Persona,"Asegurado no fumador, 1 dependientes",1072262.69,Presidencia Roque Sáenz Peña,Tucumán,,,,,,
OBJ-010160,Persona,"Asegurado no fumador, 0 dependientes",222643.69,Alta Gracia,Misiones,,,,,,
OBJ-010161,Persona,"Asegurado fumador, 1 dependientes",865705.73,Concordia,Buenos Aires,,,,,,
OBJ-010162,Persona,"Asegurado no fumador, 0 dependientes",3098111.45,Resistencia,Chaco,,,,,,
OBJ-010163,Persona,"Asegurado no fumador, 0 dependientes",1110518.77,Villa Carlos Paz,Santa Fe,,,,,,
OBJ-010164,Persona,"Asegurado no fumador, 2 dependientes",606628.87,Caballito,Tucumán,,,,,,
OBJ-010165,Persona,"Asegurado fumador, 1 dependientes",1670402.23,Salta,Tucumán,,,,,,
OBJ-010166,Persona,"Asegurado fumador, 0 dependientes",3022946.86,Concepción,Tucumán,,,,,,
OBJ-010167,Persona,"Asegurado no fumador, 0 dependientes",249126.27,Villa Ángela,Entre Ríos,,,,,,
OBJ-010168,Persona,"Asegurado fumador, 0 dependientes",1119765.23,Concepción del Uruguay,CABA,,,,,,
OBJ-010169,Persona,"Asegurado no fumador, 0 dependientes",1212931.48,Posadas,Mendoza,,,,,,
OBJ-010170,Persona,"Asegurado no fumador, 3 dependientes",801950.28,Palermo,Buenos Aires,,,,,,
OBJ-010171,Persona,"Asegurado fumador, 2 dependientes",4223055.04,Lomas de Zamora,Córdoba,,,,,,
OBJ-010172,Persona,"Asegurado fumador, 1 dependientes",2477570.12,Oberá,Santa Fe,,,,,,
OBJ-010173,Persona,"Asegurado no fumador, 0 dependientes",286973.37,Apóstoles,Santa Fe,,,,,,
OBJ-010174,Persona,"Asegurado no fumador, 2 dependientes",2014776.76,Apóstoles,Misiones,,,,,,
OBJ-010175,Persona,"Asegurado fumador, 0 dependientes",2172734.62,Caballito,Misiones,,,,,,
OBJ-010176,Persona,"Asegurado no fumador, 0 dependientes",223119.36,Resistencia,Mendoza,,,,,,
OBJ-010177,Persona,"Asegurado fumador, 0 dependientes",2608757.84,Tafí Viejo,Salta,,,,,,
OBJ-010178,Persona,"Asegurado no fumador, 0 dependientes",277818.33,Orán,Tucumán,,,,,,
OBJ-010179,Persona,"Asegurado no fumador, 1 dependientes",1102196.39,Alta Gracia,Chaco,,,,,,
OBJ-010180,Persona,"Asegurado fumador, 2 dependientes",1355133.73,Luján de Cuyo,Buenos Aires,,,,,,
OBJ-010181,Persona,"Asegurado no fumador, 0 dependientes",554736.57,Concepción,CABA,,,,,,
OBJ-010182,Persona,"Asegurado fumador, 1 dependientes",2901688.24,Santa Fe,Mendoza,,,,,,
OBJ-010183,Persona,"Asegurado no fumador, 1 dependientes",526200.02,Quilmes,Salta,,,,,,
OBJ-010184,Persona,"Asegurado fumador, 0 dependientes",4772575.55,Tafí Viejo,Misiones,,,,,,
OBJ-010185,Persona,"Asegurado no fumador, 1 dependientes",638279.86,Concepción del Uruguay,Córdoba,,,,,,
OBJ-010186,Persona,"Asegurado no fumador, 0 dependientes",1026396.71,Villa Carlos Paz,Misiones,,,,,,
OBJ-010187,Persona,"Asegurado no fumador, 1 dependientes",940807.23,Villa Ángela,Buenos Aires,,,,,,
OBJ-010188,Persona,"Asegurado fumador, 3 dependientes",2440597.1,Rafaela,Entre Ríos,,,,,,
OBJ-010189,Persona,"Asegurado no fumador, 0 dependientes",368186.24,San Ramón de la Nueva Orán,Chaco,,,,,,
OBJ-010190,Persona,"Asegurado no fumador, 0 dependientes",1556493.1,Presidencia Roque Sáenz Peña,Santa Fe,,,,,,
OBJ-010191,Persona,"Asegurado no fumador, 0 dependientes",683038.15,Presidencia Roque Sáenz Peña,CABA,,,,,,
OBJ-010192,Persona,"Asegurado no fumador, 0 dependientes",2322082.52,Presidencia Roque Sáenz Peña,Entre Ríos,,,,,,
OBJ-010193,Persona,"Asegurado no fumador, 0 dependientes",353206.98,Presidencia Roque Sáenz Peña,Santa Fe,,,,,,
OBJ-010194,Persona,"Asegurado no fumador, 1 dependientes",344420.02,San Ramón de la Nueva Orán,Entre Ríos,,,,,,
OBJ-010195,Persona,"Asegurado no fumador, 0 dependientes",254406.72,Concordia,Entre Ríos,,,,,,
OBJ-010196,Persona,"Asegurado no fumador, 1 dependientes",655358.76,Tafí Viejo,Entre Ríos,,,,,,
OBJ-010197,Persona,"Asegurado fumador, 1 dependientes",3413391.13,La Plata,Salta,,,,,,
OBJ-010198,Persona,"Asegurado no fumador, 3 dependientes",418176.2,Concepción del Uruguay,Córdoba,,,,,,
OBJ-010199,Persona,"Asegurado no fumador, 4 dependientes",836365.25,Paraná,CABA,,,,,,
OBJ-010200,Persona,"Asegurado no fumador, 1 dependientes",796559.96,Yerba Buena,Chaco,,,,,,
OBJ-010201,Persona,"Asegurado no fumador, 2 dependientes",1160686.63,Paraná,Córdoba,,,,,,
OBJ-010202,Persona,"Asegurado no fumador, 0 dependientes",537290.59,Venado Tuerto,Tucumán,,,,,,
OBJ-010203,Persona,"Asegurado no fumador, 1 dependientes",796404.54,Santa Fe,CABA,,,,,,
OBJ-010204,Persona,"Asegurado no fumador, 1 dependientes",1286204.09,Lomas de Zamora,Mendoza,,,,,,
OBJ-010205,Persona,"Asegurado fumador, 1 dependientes",4407329.77,La Plata,Salta,,,,,,
OBJ-010206,Persona,"Asegurado no fumador, 0 dependientes",1404575.66,Alta Gracia,Córdoba,,,,,,
OBJ-010207,Persona,"Asegurado no fumador, 0 dependientes",103806.46,Córdoba,Córdoba,,,,,,
OBJ-010208,Persona,"Asegurado no fumador, 2 dependientes",872219.33,Resistencia,Misiones,,,,,,
OBJ-010209,Persona,"Asegurado no fumador, 0 dependientes",1223085.01,Córdoba,Misiones,,,,,,
OBJ-010210,Persona,"Asegurado no fumador, 1 dependientes",476795.65,Oberá,Buenos Aires,,,,,,
OBJ-010211,Persona,"Asegurado no fumador, 1 dependientes",755092.94,Yerba Buena,Santa Fe,,,,,,
OBJ-010212,Persona,"Asegurado no fumador, 0 dependientes",153516.78,Tafí Viejo,Salta,,,,,,
OBJ-010213,Persona,"Asegurado fumador, 0 dependientes",3564322.29,Tafí Viejo,Buenos Aires,,,,,,
OBJ-010214,Persona,"Asegurado no fumador, 3 dependientes",1736280.25,Río Cuarto,CABA,,,,,,
OBJ-010215,Persona,"Asegurado no fumador, 2 dependientes",1425396.35,Apóstoles,Tucumán,,,,,,
OBJ-010216,Persona,"Asegurado no fumador, 1 dependientes",441827.36,Venado Tuerto,Mendoza,,,,,,
OBJ-010217,Persona,"Asegurado no fumador, 1 dependientes",780658.04,Rosario,Salta,,,,,,
OBJ-010218,Persona,"Asegurado no fumador, 1 dependientes",404290.66,Lanús,Chaco,,,,,,
OBJ-010219,Persona,"Asegurado no fumador, 2 dependientes",1874661.24,Villa Ángela,Tucumán,,,,,,
OBJ-010220,Persona,"Asegurado fumador, 5 dependientes",2770973.92,Concepción,Mendoza,,,,,,
OBJ-010221,Persona,"Asegurado no fumador, 0 dependientes",1288073.72,Resistencia,Mendoza,,,,,,
OBJ-010222,Persona,"Asegurado no fumador, 0 dependientes",1122729.46,Tartagal,Chaco,,,,,,
OBJ-010223,Persona,"Asegurado no fumador, 1 dependientes",529953.79,Yerba Buena,Tucumán,,,,,,
OBJ-010224,Persona,"Asegurado no fumador, 0 dependientes",676937.37,Tafí Viejo,Salta,,,,,,
OBJ-010225,Persona,"Asegurado fumador, 0 dependientes",2897755.87,Resistencia,Mendoza,,,,,,
OBJ-010226,Persona,"Asegurado no fumador, 0 dependientes",790951.76,San Rafael,Buenos Aires,,,,,,
OBJ-010227,Persona,"Asegurado no fumador, 3 dependientes",346297.25,Concepción del Uruguay,Salta,,,,,,
OBJ-010228,Persona,"Asegurado fumador, 0 dependientes",3015464.07,Rosario,Santa Fe,,,,,,
OBJ-010229,Persona,"Asegurado no fumador, 4 dependientes",584342.9,Salta,CABA,,,,,,
OBJ-010230,Persona,"Asegurado no fumador, 4 dependientes",498066.38,San Ramón de la Nueva Orán,Entre Ríos,,,,,,
OBJ-010231,Persona,"Asegurado fumador, 2 dependientes",3095944.16,Leandro N. Alem,Mendoza,,,,,,
OBJ-010232,Persona,"Asegurado no fumador, 0 dependientes",107811.29,Río Cuarto,Entre Ríos,,,,,,
OBJ-010233,Persona,"Asegurado no fumador, 0 dependientes",2391733.3,Rosario,Salta,,,,,,
OBJ-010234,Persona,"Asegurado no fumador, 1 dependientes",342926.68,Bell Ville,Buenos Aires,,,,,,
OBJ-010235,Persona,"Asegurado fumador, 2 dependientes",2043089.63,Concepción,Santa Fe,,,,,,
OBJ-010236,Persona,"Asegurado no fumador, 3 dependientes",1144458.72,Bell Ville,Tucumán,,,,,,
OBJ-010237,Persona,"Asegurado no fumador, 1 dependientes",415136.79,Bell Ville,Mendoza,,,,,,
OBJ-010238,Persona,"Asegurado no fumador, 0 dependientes",808329.55,Posadas,Buenos Aires,,,,,,
OBJ-010239,Persona,"Asegurado no fumador, 0 dependientes",1395986.72,Mendoza,Córdoba,,,,,,
OBJ-010240,Persona,"Asegurado no fumador, 0 dependientes",935391.19,Mar del Plata,Tucumán,,,,,,
OBJ-010241,Persona,"Asegurado no fumador, 0 dependientes",1253436.7,San Rafael,Tucumán,,,,,,
OBJ-010242,Persona,"Asegurado no fumador, 2 dependientes",1195281.64,Eldorado,Chaco,,,,,,
OBJ-010243,Persona,"Asegurado no fumador, 1 dependientes",236264.47,La Plata,Santa Fe,,,,,,
OBJ-010244,Persona,"Asegurado no fumador, 3 dependientes",538400.67,Godoy Cruz,Entre Ríos,,,,,,
OBJ-010245,Persona,"Asegurado no fumador, 1 dependientes",823864.37,Charata,Mendoza,,,,,,
OBJ-010246,Persona,"Asegurado fumador, 3 dependientes",4114400.44,Villa Ángela,Mendoza,,,,,,
OBJ-010247,Persona,"Asegurado fumador, 3 dependientes",2488104.37,Orán,Santa Fe,,,,,,
OBJ-010248,Persona,"Asegurado no fumador, 3 dependientes",739235.77,Belgrano,Misiones,,,,,,
